publishedAt,description,title,URL,language,mediaTitle,authors,summary,textLength,keywords,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time,duration
2023-10-20,,Someone made a deepfake of my voice for a scam! (With permission ...,https://bobsullivan.net/cybercrime/someone-made-a-deepfake-of-my-voice-for-a-scam-with-permission/,en,Bob Sullivan.net,"['About Bob Sullivan', 'Bob Sullivan Is A Veteran Journalist', 'The Author Of Four Books', 'Including The New York Times Best-Seller', 'Gotcha Capitalism', 'The New York Times Best Seller', 'Stop Getting Ripped Off', 'His Latest', 'The Plateau Effect', 'Was Published In']","There have been people who at least claim that they heard their grandson’s voice, their granddaughter’s voice, that kind of thing on the phone.
We’re thinking about, you know, voice technologies, which is something we’re going to talk about today.
And some of these types of opportunities and, and use cases are really, really powerful and impactful.
And so trying to figure out how and when different technology applications might implicate these harms or might, might create these harms, is really, really important.
And having those voices in the room, those teams uh to think about these issues is really, really important.",10241,"['know', 'thats', 'think', 'scam', 'really', 'kind', 'bob', 'right', 'permission', 'voice', 'bobsullivannet', 'deepfake', 'sort', 'ai']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-20,43.029411764705884
2023-10-17,Deep Fake Love follows five couples as they put their love to the test in this reality show. Catch the show on Netflix.,Deep Fake Love Streaming: Watch & Stream Online via Netflix,https://www.comingsoon.net/guides/news/1350592-deep-fake-love-streaming-watch-stream-online-via-netflix,en,ComingSoon.net,['Disheeta Maheshwari'],"Deep Fake Love is a Spanish dating reality television series.
Here’s how you can watch and stream Deep Fake Love via streaming services such as Netflix.
Is Deep Fake Love available to watch via streaming?
Yes, Deep Fake Love is available to watch via streaming on Netflix.
Watch Deep Fake Love streaming via NetflixDeep Fake Love is available to watch on Netflix.",498,"['streaming', 'love', 'supported', 'reality', 'plan', 'online', 'couples', 'series', 'watch', 'netflix', 'fake', 'stream', 'deep']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17,2.092436974789916
2023-10-23,"Into the Cyber Abyss: Check Point's Riveting Cyber Security Predictions for 2024 Reveal a Storm of AI, Hacktivism, and Weaponized Deepfakes",Cyber Security Predictions For 2024,https://blog.checkpoint.com/artificial-intelligence/into-the-cyber-abyss-check-points-riveting-2024-predictions-reveal-a-storm-of-ai-hacktivism-and-weaponized-deepfakes/,en,Check Point Blog,['Check Point Team'],"Check Point’s cybersecurity predictions for 2024 broadly fall into seven categories: Artificial Intelligence and Machine Learning; GPU farming; Supply chain and critical infrastructure attacks; cyber insurance; nation state; weaponized deepfake technology and phishing attacks.
Strengthening Security Protocols: Recent breaches highlights the critical importance of stronger security protocols in the supply chain.
Preventative approach to reduce premiums: With rising costs of cyber insurance and talent shortages, organizations will begin to shift from reactive security to more effective defensive security.
Ransomware Reporting Nuances: The observed increase in ransomware attacks will require discerning interpretation, potentially being inflated due to newly instituted reporting mandates.
In today’s threat landscape, companies not only have to prioritize their own security protocols, but also scrutinize the security practices of their third-party suppliers.",1380,"['continue', 'ai', '2024', 'ransomware', 'cyberattacks', 'threat', 'cybersecurity', 'predictions', 'organizations', 'attacks', 'security', 'cyber']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-23,5.798319327731092
2023-10-24,"As regulators try to navigate the impact of artificial intelligence, could it outpace them, and will fashion models and the people behind their photo shoots be some of the first casualties as avatars take over?",How AI is changing the fashion industry and making models susceptible to 'deepfake porn',https://www.abc.net.au/news/2023-10-24/artificial-intelligence-fashion-industry-models-deepfake-porn-ai/102997036,en,ABC News,[],"Levi's faced backlash for using AI models to show 'diversity'As policymakers try to navigate new regulations, will AI move too fast for them to keep up?
Notwithstanding the concerns about AI's negative consequences, many fashion brands are now embracing it to save costs and drive business growth.
Critics called the decision ""lazy"" and ""racist"" and questioned why Levi's wouldn't simply hire real models to promote diversity.
'Less time and wastage' spent on photo shootsSome fashion brands haven't moved completely into AI, but are starting the journey.
Monique Jeremiah says AI models will inevitably take away some jobs, estimating about 20 per cent of the work they do may be lost.",2333,"['making', 'real', 'changing', 'susceptible', 'deepfake', 'abc', 'using', 'porn', 'industry', 'ai', 'models', 'having', 'fashion', 'create', 'model', 'brands']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24,9.802521008403362
2023-10-21,Fake ‘RTÉ’ ads and links online have reportedly tried to sell social media users cryptocurrency.,RTÉ warns of social media 'deep fake' reports pretending to be from ...,https://www.thejournal.ie/rte-warns-of-social-media-deep-fake-reports-pretending-to-be-from-national-broadcaster-6202540-Oct2023/,en,TheJournal.ie,"['Mairead Maguire', 'View All Articles', 'Send Tip Or Correction']","“We encourage our audience to exercise due caution regarding fake websites, social media advertisements, news articles and emails,” a statement posted to the RTÉ website said.
AdvertisementVerifying suspicious contentPeople who come across a fake advertisement or social media post are encouraged to report it directly to the platform.
The screenshot appeared to show a story on the RTÉ website about Anne Doyle and the end of her career.
The story didn’t refer to a real article and the link didn’t direct users to the actual RTÉ website.
It was shared on social media with a link, which actually sends people to a different website advertising a cryptocurrency scheme.",375,"['content', 'report', 'pretending', 'audience', 'national', 'broadcaster', 'used', 'fake', 'reports', 'suspicious', 'warns', 'deep', 'website', 'social', 'rté', 'media']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-21,1.5756302521008403
2023-09-29,"The AFR’s AI images seem to have missed the mark, this week, while Sky News might just be seeing the light when it comes to climate change",AFR’s power list goes deep fake with the likes of Sam Kerr and Margot Robbie to make a point,https://www.theguardian.com/media/2023/sep/29/afr-powerlist-ai-images-distorted-sam-kerr-margot-robbie-sky-news-climate-change-weekly-beast,en,The Guardian,['Amanda Meade'],"The bizarre pictures, from the AFR Magazine’s Power issue, surfaced online on Wednesday, ahead of the print magazine’s Friday publication date.
Will the real Anthony Albanese please stand up: The AFR’s AI generated image of the prime minister (left) with an unaltered image.
Sky News Australia has acknowledged the ‘influence of global warming and climate change’ in one of its weather specials.
“Within our complex and evolving information ecosystems, news media institutions have enormous power to influence public discussion and catalyse online activity,” the report said.
But in most cases, no retractions or corrections of the stories featuring her have been made by news media, the report said.",1625,"['ai', 'robbie', 'margot', 'online', 'sky', 'report', 'australia', 'climate', 'goes', 'global', 'power', 'list', 'fake', 'sam', 'media', 'likes', 'weather', 'kerr', 'point']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-29,6.8277310924369745
2023-10-23,"NDIA POLICY POINTS: Convergence of AI, Modeling, Simulation Has Huge Implications","NDIA POLICY POINTS: Convergence of AI, Modeling, Simulation ...",https://www.nationaldefensemagazine.org/articles/2023/10/23/convergence-of-ai-modeling-simulation-has-huge-implications,en,National Defense Magazine,['James Robb'],"NDIA POLICY POINTS: Convergence of AI, Modeling, Simulation Has Huge ImplicationsBy James RobbiStock illustrationAs the president of the National Training and Simulation Association for the last 12 years, I have had the pleasure of watching the community grow and prosper, fueled by significant advancements in simulation technology that are revolutionizing the way we train and fight.
We advocate for M&S curricula in schools and showcase its power at the Interservice/Industry Training, Simulation and Education Conference in Orlando each year.
Because while the modeling and simulation world has been slowly improving lives over time, it is now on a collision course with your destiny.
Behind every simulator, intelligent agent (iPhone), synthetic environment or autonomous entity, there is modeling and simulation.
NDRetired Navy Rear Adm. James Robb is president of the National Training and Simulation Association.",909,"['implications', 'points', 'ntsa', 'policy', 'huge', 'need', 'training', 'ndia', 'convergence', 'power', 'modeling', 'national', 'simulation', 'better', 'ai', 'data']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-23,3.819327731092437
2023-10-23,Meta recently introduced an option allowing users to pay a monthly fee to verify their accounts.,‘I’m literally just chasing a ghost’: Tech companies struggle to address cyber harassment,https://www.wbtv.com/2023/10/23/im-literally-just-chasing-ghost-tech-companies-struggle-address-cyber-harassment/,en,WBTV,"['Wbtv Web Staff', 'David Whisenant', 'Faith Alford', 'Lowell Rose', 'Erica Lunsford']","A reverse Google search of the woman’s face led him to Rhodes’ Instagram account.
(Source: HypeAuditor/WBTV)Legal experts argue that social media platforms are hiding behind an outdated law to evade enhancing user safety.
They’re urging Congress and state legislatures to craft more well-defined legislation that would hold social media platforms more accountable for online harassment.
Finding little or no help from social media platforms, Rhodes went to the police but was told there was nothing they could do.
Meanwhile social media platforms argue they cannot act as content police and their platforms rely on user-generated content.",1813,"['online', 'social', 'literally', 'address', 'rhodes', 'tech', 'impersonation', 'accounts', 'ghost', 'companies', 'account', 'chasing', 'used', 'struggle', 'media', 'harassment', 'cyber', 'instagram', 'im', 'platforms']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-23,7.617647058823529
2023-09-30,"In  an era dominated by artificial intelligence (AI), a new breed of mischief has  emerged - deepfakes. These cunning concoctions, born from the marriage of “deep  learning” and “fake,” are causing...",Are Deep Fakes Digital Chameleons?,https://www.livelaw.in/articles/artificial-intelligence-deep-fakes-239066,en,Live Law - Indian Legal News,['Sanhita Chauriha'],"This incident highlights the potential financial devastation that deepfake technology can wreak, underscoring the urgent need for safeguards against such exploitation.
Driven by sophisticated artificial intelligence, these digital chameleons can seamlessly transpose one person’s likeness onto another person, creating videos and audio recordings that are virtually indistinguishable from reality.
Simultaneously, public awareness campaigns and media literacy programs empower individuals to distinguish genuine content from manipulated material, fostering a more discerning digital society.
Moreover, ethical AI development and digital forensics expertise play a vital role in verifying the authenticity of content and promoting responsible AI use.
By combining these approaches, we can enhance our defences against deepfakes, safeguarding the integrity of digital information and preserving trust in the digital realm.",873,"['act', 'deepfakes', 'legal', 'digital', 'content', 'tools', 'media', 'chameleons', 'technology', 'deepfake', 'ai', 'fakes', 'deep']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-30,3.668067226890756
2023-10-03,,"Army college develops deep fake detection AI model, at testing phase",https://www.deccanchronicle.com/nation/in-other-news/031023/army-college-develops-deep-fake-detection-ai-model-at-testing-phase.html,en,Deccan Chronicle,[],"Officials of the Military College of Electronics and Mechanical Engineering (MCEME), run by the Indian Army at Secunderabad, said engineers at the college successfully developed an AI model to detect deep fakes and that the same has already been tested on around 1.4 lakh data sets.
According to MCEME officials, the AI model gave positive results during tests at its campus in the city.
Currently, the Army has started proceedings for testing the model on a large scale, at different field levels.
Once the field testing is completed, these detection devices could be installed at Army installations across the country, more particularly in bases at borders.
At MCEME, we are also working on developing various fake detection algorithms to serve different purposes,"" the MCEME said in a statement.",250,"['officials', 'ai', 'phase', 'mceme', 'testing', 'detection', 'deep', 'army', 'tested', 'successfully', 'college', 'secunderabad', 'develops', 'model', 'fake']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-03,1.050420168067227
