publishedAt,channelId,title,description,channelTitle,licensedContent,duration,viewCount,video_id,video_URL,likeCount,commentCount,subscriberCount,tags,captions,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time
2022-12-25T06:10:01Z,UCxHoBXkY88Tb8z1Ssj6CWsQ,ভয়াবহ রূপে আবারো ফিরছে করোনা! | COVID 19 Outbreak in China | Corona Virus,covid19 #coronavirus #chinacovidnews #covidhitschina #internationalnews #somoytv #সময়টিভি #সময়সংবাদ ...,SOMOY TV,True,2.0,189488,q4QDVUrz5vY,https://www.youtube.com/watch?v=q4QDVUrz5vY,2307,64,21100000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-12-25 06:10:01
2023-05-29T08:30:31Z,UCxHoBXkY88Tb8z1Ssj6CWsQ,হুট করে আবারও বাড়ছে করোনা! | Covid19 Update in Bangladesh | Somoy TV,covid19 #coronavirus #covid19update #somoytv হুট করে আবারও বাড়ছে করোনা! | Covid19 Update in ...,SOMOY TV,True,6.55,17265,D8jhCzSev6o,https://www.youtube.com/watch?v=D8jhCzSev6o,183,27,21100000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 08:30:31
2021-01-02T21:34:58Z,UCG-iSMVtWbbwDDXgXXypARQ,"If You Get COVID 19: Optimize Immune System (Vitamin D, Monoclonal Antibodies, NAC, Quercetin etc.)","Professor Roger Seheult, MD gives practical strategies if you test positive for COVID-19 (or are in contact with someone who tests ...",MedCram - Medical Lectures Explained CLEARLY,True,39.916666666666664,9117167,vN30emwcNS4,https://www.youtube.com/watch?v=vN30emwcNS4,109206,2055,1530000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-01-02 21:34:58
2022-12-03T11:45:01Z,UCknLrEdhRCp1aegoMqRaCZg,Life with Long Covid | COVID-19 Special,"Up to 10% of those who catch COVID-19 will go on to suffer chronic effects from the virus, according to current statistics. DW takes ...",DW News,True,26.15,32529,VCEIwGj_Lp8,https://www.youtube.com/watch?v=VCEIwGj_Lp8,385,227,4820000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-12-03 11:45:01
2022-08-31T16:30:03Z,UCd1jQ_ppmKfphnh4p39HMFg,Victime du vaccin anti-COVID ?,"Abonnez-vous à AJ+ français : https://youtube.com/c/ajplusfrancais Le jour où Éloïse a reçu sa deuxième dose de vaccin, sa vie a ...",AJ+ français,True,6.966666666666667,863274,ju3FCA0LBM4,https://www.youtube.com/watch?v=ju3FCA0LBM4,13930,10825,483000,AJ;AJ plus;AJ+;AJ+ Français;AJ+ france;AJPlus;Ajplusfrancais;UCd1j;YouTube;ajplusfrance;covid19;effets secondaires;eric lanzarone;macron;media;moderna;oniam;pandémie;pfizer;phlébectomie;show;vaccin;video;Éloïse soave,"<?xml version=""1.0"" encoding=""utf-8"" ?><transcript><text start=""0"" dur=""4.11"">après vaccination je constatais qu&amp;#39;il</text><text start=""2.07"" dur=""3.9"">avait des enchaînements de pathologies</text><text start=""4.11"" dur=""4.26"">qui n&amp;#39;était pas lié à mon âge à chaque</text><text start=""5.97"" dur=""3.5"">fois on me disait madame so have c&amp;#39;est</text><text start=""8.37"" dur=""8.94"">pas de chance</text><text start=""9.47"" dur=""9.43"">[Musique]</text><text start=""17.31"" dur=""5.3"">oh</text><text start=""18.9"" dur=""5.44"">[Musique]</text><text start=""22.61"" dur=""4.62"">mme</text><text start=""24.34"" dur=""4.96"">expliquera qu mes veines profondes sont</text><text start=""27.23"" dur=""3.99"">en incontinence total donc je vais</text><text start=""29.3"" dur=""4.02"">enchaîner des opérations en anesthésie</text><text start=""31.22"" dur=""4.74"">générale et par la suite c&amp;#39;est</text><text start=""33.32"" dur=""4.669"">pathologie se sont multipliées puisque</text><text start=""35.96"" dur=""5.76"">les médecins ont constaté pyélonéphrite</text><text start=""37.989"" dur=""6.07"">à la une péricardite une myocardite plus</text><text start=""41.72"" dur=""4.38"">de règle depuis neuf mois elle a des</text><text start=""44.059"" dur=""4.381"">problèmes cognitifs je n&amp;#39;ai jamais eu un</text><text start=""46.1"" dur=""5.04"">dossier avec autant de polypathologies</text><text start=""48.44"" dur=""5.31"">j&amp;#39;ai 32 ans marc annoncé à partir de là</text><text start=""51.14"" dur=""5.34"">où on commence réellement ses projets en</text><text start=""53.75"" dur=""3.91"">fait en tant qu&amp;#39;adulte et pour moi là il</text><text start=""56.48"" dur=""9.67"">ya tout s&amp;#39;arrête</text><text start=""57.66"" dur=""11.34"">[Musique]</text><text start=""66.15"" dur=""4.44"">je le regrette objectivement oui vu mon</text><text start=""69"" dur=""3.15"">état de santé aujourd&amp;#39;hui bien</text><text start=""70.59"" dur=""4.68"">évidemment que je le regrette ces</text><text start=""72.15"" dur=""5.94"">voix-là certificat médical et sur la</text><text start=""75.27"" dur=""6.12"">perspective d&amp;#39;évolution global koch bien</text><text start=""78.09"" dur=""5.19"">non des filles quand il y a eu tout un</text><text start=""81.39"" dur=""4.62"">tas de spots publicitaires nous</text><text start=""83.28"" dur=""4.83"">indiquant qu&amp;#39;il était mieux pour les</text><text start=""86.01"" dur=""5.16"">personnes âgées les personnes à risque</text><text start=""88.11"" dur=""5.88"">que l&amp;#39;on soit nous même vacciné je suis</text><text start=""91.17"" dur=""5.94"">allé un peu réticente comme tout le</text><text start=""93.99"" dur=""4.1"">monde je pense mais volontaire donc la</text><text start=""97.11"" dur=""4.83"">première</text><text start=""98.09"" dur=""6.46"">dose courant mai 2021 s&amp;#39;est relativement</text><text start=""101.94"" dur=""5.07"">bien passée et à la seconde injection</text><text start=""104.55"" dur=""3.63"">donc le 12 juillet ça n&amp;#39;a pas été la</text><text start=""107.01"" dur=""2.31"">même chose j&amp;#39;ai eu un goût métallique</text><text start=""108.18"" dur=""3.9"">dans la bouche</text><text start=""109.32"" dur=""6.75"">j&amp;#39;ai eu une cascade de sensation de</text><text start=""112.08"" dur=""5.31"">fatigue intense de fièvre et on arrive à</text><text start=""116.07"" dur=""3.48"">fin août où je fais vraiment une</text><text start=""117.39"" dur=""4.79"">infection rénale importante où je suis</text><text start=""119.55"" dur=""2.63"">admise aux urgences</text><text start=""132.31"" dur=""4.99"">les points de suture de partout et donc</text><text start=""134.6"" dur=""4.83"">l&amp;#39;impossibilité de me laver c&amp;#39;était soit</text><text start=""137.3"" dur=""5.25"">mon ami qui venait à mon domicile pour</text><text start=""139.43"" dur=""4.59"">m&amp;#39;aider ou c&amp;#39;étaient les infirmiers qui</text><text start=""142.55"" dur=""4.64"">me faisait des toilettes mais ça a été</text><text start=""144.02"" dur=""5.07"">de moigny quasiment trois mois de</text><text start=""147.19"" dur=""3.28"">d&amp;#39;humiliation on va dire pour une</text><text start=""149.09"" dur=""3.51"">personne qui était vraiment totalement</text><text start=""150.47"" dur=""4.41"">indépendante et qui n&amp;#39;avait besoin de</text><text start=""152.6"" dur=""4.71"">personne auparavant c&amp;#39;est tout juste pas</text><text start=""154.88"" dur=""3.9"">possible elle ne peut plus vivre seul</text><text start=""157.31"" dur=""3.93"">elle ne travaille plus pour l&amp;#39;instant</text><text start=""158.78"" dur=""4.44"">est à la fois les préjudices moraux des</text><text start=""161.24"" dur=""4.02"">préjudices qui fonctionnent elles qui</text><text start=""163.22"" dur=""3.61"">font qu&amp;#39;aujourd&amp;#39;hui sa vie n&amp;#39;est plus</text><text start=""165.26"" dur=""3.82"">normal</text><text start=""166.83"" dur=""4.56"">du coup je vais plutôt aller sur des</text><text start=""169.08"" dur=""4.02"">couteaux rompt pas ce que je fait un</text><text start=""171.39"" dur=""3.81"">malaise et que je suis avec un couteau</text><text start=""173.1"" dur=""5.94"">me faire relativement mal tu dois avoir</text><text start=""175.2"" dur=""7.11"">à peu près plus de jeunes 6,27 malaise</text><text start=""179.04"" dur=""6.09"">depuis août 2000 21 nager seul ça ça m&amp;#39;a</text><text start=""182.31"" dur=""4.41"">interdit conduire encore mots là pour</text><text start=""185.13"" dur=""3.48"">monter les escaliers j&amp;#39;ai dit de les</text><text start=""186.72"" dur=""3.75"">monter seul parce que c&amp;#39;est fatal</text><text start=""188.61"" dur=""5.64"">l&amp;#39;aspect sécurité maintenant elle est</text><text start=""190.47"" dur=""6.81"">d&amp;#39;office aujourd&amp;#39;hui je vis entre la</text><text start=""194.25"" dur=""6.29"">maison d&amp;#39;un ami et ma résidence</text><text start=""197.28"" dur=""5.989"">principale quand il peut surveiller</text><text start=""200.54"" dur=""4.649"">avec avec ma fille et je vais avoir sa</text><text start=""203.269"" dur=""3.33"">mère pour en fait tout ce que je faisais</text><text start=""205.189"" dur=""3.601"">pour ma fille en fait elle va le faire</text><text start=""206.599"" dur=""4.7"">et pour ma fille et pour moi aujourd&amp;#39;hui</text><text start=""208.79"" dur=""2.509"">en gros</text><text start=""211.76"" dur=""5.05"">c&amp;#39;est compliqué j&amp;#39;ai pas eu d&amp;#39;autre</text><text start=""214.92"" dur=""4.379"">choix que de l&amp;#39;expliquer un moment donné</text><text start=""216.81"" dur=""6.45"">que maman était malade et je lui ai</text><text start=""219.299"" dur=""6.181"">appris à composer le 18 au cas où ça</text><text start=""223.26"" dur=""4.92"">c&amp;#39;est ma prescription médicale pour mon</text><text start=""225.48"" dur=""5.459"">taxi pour l&amp;#39;hôtel dieu j&amp;#39;ai mon dossier</text><text start=""228.18"" dur=""5.72"">mdph que je puisse apprendre une vie</text><text start=""230.939"" dur=""2.961"">partiel chez moi</text><text start=""239.78"" dur=""4.679"">[Musique]</text><text start=""251.75"" dur=""4.65"">ce que je reproche au gouvernement c&amp;#39;est</text><text start=""254.09"" dur=""5.149"">qu&amp;#39;il n&amp;#39;y a pas eu une liste établie est</text><text start=""256.4"" dur=""5.85"">clair quant à lui la vaccination sur</text><text start=""259.239"" dur=""4.571"">les risques potentiels le 1er mars</text><text start=""262.25"" dur=""3.87"">encore une fois quand on m&amp;#39;apprend que</text><text start=""263.81"" dur=""5.82"">ma polypathologies est liée à la</text><text start=""266.12"" dur=""5.34"">vaccination de lakovic 19 on va</text><text start=""269.63"" dur=""4.23"">m&amp;#39;expliquer de feu les rappels était</text><text start=""271.46"" dur=""5.27"">trop rapprochées et donc là on peut</text><text start=""273.86"" dur=""2.87"">parler d&amp;#39;un surdosage</text><text start=""285.089"" dur=""7"">j&amp;#39;ai donc eu énormément</text><text start=""289.08"" dur=""6.1"">d&amp;#39;invitation de force il de toute la</text><text start=""292.089"" dur=""5.04"">sphère colis de sceptiques comme</text><text start=""295.18"" dur=""4.109"">certains médias les appelle c&amp;#39;est des</text><text start=""297.129"" dur=""5.22"">gens qui souhaitent récupérer nos</text><text start=""299.289"" dur=""5.041"">souffrances pourront faire une force de</text><text start=""302.349"" dur=""4.951"">communication et crée une opportunité</text><text start=""304.33"" dur=""4.109"">politique humblement je peux pas dire ne</text><text start=""307.3"" dur=""3.81"">fallait pas faire cette vaccination</text><text start=""308.439"" dur=""4.381"">maintenant l&amp;#39;absence d&amp;#39;observation ça</text><text start=""311.11"" dur=""4.05"">non je ne peux pas l&amp;#39;accepter</text><text start=""312.82"" dur=""4.61"">[Musique]</text><text start=""315.16"" dur=""2.27"">le</text><text start=""320.43"" dur=""5.659"">de plus</text><text start=""322.12"" dur=""7.099"">[Musique]</text><text start=""326.089"" dur=""6.401"">en cours entre tous les réseaux je dois</text><text start=""329.219"" dur=""6.06"">être entre 30 à 40 messages par jour moi</text><text start=""332.49"" dur=""5.909"">ce que je cherche à faire c&amp;#39;est créer un</text><text start=""335.279"" dur=""4.92"">flux d&amp;#39;information pour sensibiliser et</text><text start=""338.399"" dur=""4.32"">les personnels soignants sont pas</text><text start=""340.199"" dur=""4.77"">forcément sensibilisé et aussi les</text><text start=""342.719"" dur=""3.631"">personnes concernées c&amp;#39;est-à-dire nous</text><text start=""344.969"" dur=""9.18"">recevoir de ce vaccin</text><text start=""346.35"" dur=""7.799"">[Musique]</text><text start=""354.91"" dur=""2.809"">du</text><text start=""355.889"" dur=""3.601"">l&amp;#39;objectif recherché c&amp;#39;est bien de</text><text start=""357.719"" dur=""4.141"">démontrer la responsabilité du</text><text start=""359.49"" dur=""3.959"">laboratoire pfizer dans la survenance de</text><text start=""361.86"" dur=""3"">toutes ces politiques pathologies dont</text><text start=""363.449"" dur=""3.231"">le paradoxe c&amp;#39;est que dommage vais</text><text start=""364.86"" dur=""4.709"">plaider contre une avocate qui est payé</text><text start=""366.68"" dur=""4.81"">par la société pfizer et les frais</text><text start=""369.569"" dur=""3.481"">d&amp;#39;avocat sont également pris en charge</text><text start=""371.49"" dur=""2.16"">par l&amp;#39;état français et donc par le</text><text start=""373.05"" dur=""3.239"">contribuable</text><text start=""373.65"" dur=""4.229"">kaiser a obtenu des états européens et</text><text start=""376.289"" dur=""3.171"">notamment de la france de porter au</text><text start=""377.879"" dur=""3.931"">contrat une clause on va dire</text><text start=""379.46"" dur=""4.449"">d&amp;#39;irresponsabilité financière au terme</text><text start=""381.81"" dur=""4.319"">de laquelle la société se verra</text><text start=""383.909"" dur=""3.6"">indemnisées par l&amp;#39;état français des</text><text start=""386.129"" dur=""2.94"">sommes qu&amp;#39;elle aurait inversé par</text><text start=""387.509"" dur=""3.421"">exemple pour faire reconnaître le</text><text start=""389.069"" dur=""4.741"">préjudice d&amp;#39;eloïse alors quand bien même</text><text start=""390.93"" dur=""4.949"">c&amp;#39;est pour de fer contre pot de terre on</text><text start=""393.81"" dur=""3.69"">ira jusqu&amp;#39;au bout pour tenter d&amp;#39;établir</text><text start=""395.879"" dur=""3.481"">ce lien de causalité entre les</text><text start=""397.5"" dur=""3.659"">pathologies et le lien avec la</text><text start=""399.36"" dur=""3.48"">vaccination je sais que ce sera long</text><text start=""401.159"" dur=""4.711"">combat pour qu&amp;#39;il y ait une première</text><text start=""402.84"" dur=""5.189"">reconnaissance judiciaire et je pense</text><text start=""405.87"" dur=""4.019"">que cela ouvrira une voie d&amp;#39;espoir pour</text><text start=""408.029"" dur=""4.191"">les victimes d&amp;#39;effets indésirables liés</text><text start=""409.889"" dur=""9.851"">à la vaccination de la coupe 19</text><text start=""412.22"" dur=""7.52"">[Musique]</text></transcript>",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-08-31 16:30:03
2023-05-26T06:29:16Z,UCFxHplbcoJK9m70c4VyTIxg,¿Podría causar una PANDEMIA el nuevo virus clasificado como &#39;Enfermedad X&#39;?,"""La 'Enfermedad X' se acuño desde 2018, la OMS lo utilizó para la posibilidad de que hubiera un patógeno viral, que pudiera ...",MILENIO,True,5.666666666666667,421834,p6q8SFE1C0A,https://www.youtube.com/watch?v=p6q8SFE1C0A,4425,1349,6040000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-26 06:29:16
2023-05-17T22:12:07Z,UCkccyEbqhhM3uKOI6Shm-4Q,¿Fue el Covid-19 más letal que la peste negra?: Los impactantes rastros de las pandemias,meganoticias #chile #noticias #pandemias #covid #coronavirus La OMS anunció el fin de la emergencia global por la pandemia ...,Meganoticias,True,3.966666666666667,4632,3vGWtszvKAo,https://www.youtube.com/watch?v=3vGWtszvKAo,57,7,2170000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 22:12:07
2021-07-29T14:57:37Z,UC-bqVtuVe9Yq4ujIG8cqIMQ,How COVID-19 mRNA Vaccines Work,"How do COVID-19 mRNA vaccines work? COVID-19 mRNA vaccines deliver directions, in the form of messenger RNA, or mRNA, ...",Vaccine Makers Project,False,1.95,442775,8nD6Q9X0SFw,https://www.youtube.com/watch?v=8nD6Q9X0SFw,8498,,30900,,,[],[],[],[],[],[],[],[],[],[],[],[],[],['liver'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-07-29 14:57:37
2023-08-30T05:13:23Z,UCYrPqnTNNrjkj_KPk1nNUew,¡ALERTA! ¿MASCARILLAS OBLIGATORIAS EN EEUU? ¿RIESGO DE GRAN OLA COVID-19?,Para mayor información: Suscribirse al canal https://youtube.com/c/DrLuisAntonioPacoraCamargo   COVID-19: ...,Hablando de salud con el Dr. Luis Pacora Camargo,True,23.35,5376,RYS03Y718ME,https://www.youtube.com/watch?v=RYS03Y718ME,299,16,297000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-30 05:13:23
2023-05-25T21:23:19Z,UC2SEk1w7DgoHs_G3w1biz-w,China se prepara para otra ola Covid que podría alcanzar 65 millones de casos por semana,"Para fines de junio, el especialista en enfermedades respiratorias Zhong Nanshan indicó que el número semanal de infecciones ...",El Universal,True,1.2333333333333334,23978,e5eIlZLip6g,https://www.youtube.com/watch?v=e5eIlZLip6g,242,104,4540000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-05-25 21:23:19
2023-05-17T12:20:04Z,UCqYw-CTd1dU2yGI71sEyqNw,Bahagyang dumami ang mga ina-admit sa ospital na nagpopositibo sa COVID-19 — PHAPI | 24 Oras,"Update naman sa COVID-19, bahagyang dumami ang mga ina-admit sa ospital na nagpositibo sa sakit. Sinagot naman ng Metro ...",GMA Integrated News,True,4.416666666666667,16531,KbIkLdeFwx8,https://www.youtube.com/watch?v=KbIkLdeFwx8,259,94,13900000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-05-17 12:20:04
2021-08-13T04:57:11Z,UCRwA1NUcUnwsly35ikGhp0A,COVID-19: Guatemala vive el peor rebrote en toda la pandemia | Noticias Telemundo,Video oficial de Noticias Telemundo. Guatemala atraviesa su peor ola de contagios desde el inicio de la pandemia. En los ...,Noticias Telemundo,True,1.6666666666666667,93160,VWWZF4buAzg,https://www.youtube.com/watch?v=VWWZF4buAzg,610,246,7120000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-08-13 04:57:11
2023-08-11T18:07:33Z,UCe5-b0fCK3eQCpwS6MT0aNw,Nueva variante de covid-19 ya está en Colombia | El Tiempo,"La nueva variante de covid-19 EG5 ya está en Colombia, y aunque no representa mayor transmisibilidad, la OMS considera que ...",EL TIEMPO,True,2.2,30849,OqrEg-Bqbek,https://www.youtube.com/watch?v=OqrEg-Bqbek,438,134,2200000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-11 18:07:33
2021-11-18T20:41:22Z,UC7QZIf0dta-XPXsp9Hv4dTw,COVID-19: Los que NUNCA SE CONTAGIAN ¿Por qué hay &#39;superinmunes&#39;? | RTVE Noticias,"Los estudios más recientes sugieren que la inmunidad híbrida se debe, al menos en parte, a agentes inmunes llamados células ...",RTVE Noticias,False,1.3333333333333333,198529,UVTP6YcBZ-k,https://www.youtube.com/watch?v=UVTP6YcBZ-k,2019,870,1900000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-11-18 20:41:22
2023-06-21T08:22:49Z,UCGN9JsnkvK05v2lnTI_-uGA,Sah! Presiden Jokowi Cabut Status Pandemi Covid-19 RI,Presiden Joko Widodo (Jokowi) mengumumkan status pandemi covid-19 yang sudah berjalan selama 3 tahun di Indonesia ...,CNBC Indonesia,True,1.8,9628,9DFTUVd256w,https://www.youtube.com/watch?v=9DFTUVd256w,163,112,2370000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-21 08:22:49
2023-06-26T16:31:44Z,UCoMdktPbSTixAyNGwb-UYkQ,COVID-19 Inquiry: Key figures provide evidence on the UK&#39;s pandemic preparedness and resilience,The Covid Inquiry continues with Emma Reed (Director of Emergency Preparedness and Health Protection at DHSC) and ...,Sky News,True,390.51666666666665,8416,PxPhbmyanRc,https://www.youtube.com/watch?v=PxPhbmyanRc,63,,7030000,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-26 16:31:44
2020-04-29T23:09:14Z,UCmYuiV9wAR3i8p19Ygc7izg,"Sem espaço para enterrar as vítimas da Covid-19, Manaus empilha caixões","Antes da pandemia, o cemitério realizava cerca de 30 enterros por dia. Na última semana, esse número triplicou e, neste ...",Folha de S.Paulo,True,1.7,1208248,oIVVFXG1ODs,https://www.youtube.com/watch?v=oIVVFXG1ODs,9053,1033,863000,folha;jornalismo;folha de s.paulo;tv folha;notícias;coronavírus;covid-19;cov-sars-2;manaus;amazonas;cemitério nossa senhora aparecida;tarumã,"<?xml version=""1.0"" encoding=""utf-8"" ?><transcript><text start=""0"" dur=""4.1"">e aí</text><text start=""6.59"" dur=""5.63"">e aí</text><text start=""9.49"" dur=""8.82"">e aí</text><text start=""12.22"" dur=""8.7"">é bom ver que não faz muito tempo não</text><text start=""18.31"" dur=""5.129"">esquento não vi ele aí eu não pude nem</text><text start=""20.92"" dur=""4.38"">ver a última vez meu pai nunca pôde</text><text start=""23.439"" dur=""3.571"">entrar no hospital para ver na uti</text><text start=""25.3"" dur=""5.819"">porque a gente vai entrar não sei o que</text><text start=""27.01"" dur=""6.95"">que ele coisa né mas meu pai está sendo</text><text start=""31.119"" dur=""6.301"">encerrado pelo leite um bicho um bicho é</text><text start=""33.96"" dur=""6.76"">cachorro totalmente né porque falta de</text><text start=""37.42"" dur=""5.25"">respeito e isso conta com forro né aí</text><text start=""40.72"" dur=""3.75"">fez autoridade toma providência né de</text><text start=""42.67"" dur=""3.75"">alguma coisa por que não pode acontecer</text><text start=""44.47"" dur=""4.95"">isso né tem muita gente nada ali no</text><text start=""46.42"" dur=""4.83"">hospital lá ele tá lá na loteria mesma</text><text start=""49.42"" dur=""7.31"">situação do meu pai vai sair vai passei</text><text start=""51.25"" dur=""5.48"">mesmo processo esse aqui né aí não pode</text><text start=""57.28"" dur=""7.25"">e aí</text><text start=""59.04"" dur=""7.8"">é muito mal né assim porque eu queria só</text><text start=""64.53"" dur=""5.28"">para ele mesmo né mas como tem que ser</text><text start=""66.84"" dur=""5.87"">assim tô ruim né tô ruim só deus mesmo</text><text start=""69.81"" dur=""2.9"">para me dar força o</text><text start=""79.45"" dur=""4.56"">e aí</text><text start=""81.92"" dur=""4.78"">[Música]</text><text start=""84.01"" dur=""2.69"">e aí</text><text start=""88.89"" dur=""11.089"">é assim gente dois estão passeando ou</text><text start=""95.52"" dur=""4.459"">até de tarde aqui ó</text></transcript>",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-04-29 23:09:14
