appId,title,description,url,genres,developer,developerWebsite,score,ratings,currentVersionReleaseDate,languageCodesISO2A,os,privacyPolicyUrl,contentRating,price,installs,inAppProductPrice,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time
au.com.wallace.medical.system.biolink.app,Biolink Companion,"Companion app for Biolink’s EcoTest COVID-19 Rapid Antigen PensThe Biolink companion app supports our easy-to-use, non-invasive technology that enables rapid and accurate testing in professional and home environments.It contains step-by-step instructions, help with record keeping, video guides and contact information.",https://apps.apple.com/es/app/biolink-companion/id6444846931?uo=4,"['Medicina', 'Salud y forma física']",Wallace Medical Systems,None,0,0,"May 28, 2023",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-28
com.bioustar.wap,Ustar PortNAT,"The APP provides users to browse and view the testing process description of USTAR PortNAT series products. Users can complete the relevant testing and save the test results according to the guidelines.[Disclaimer]Any information content on this platform is only used for information purposes, and does not involve/replace professional medical advice or medical professional diagnosis; Before making any medical decision in the process of using this platform, please seek the doctor's advice first.[Declaration of Jurisdiction]At present, the medical hardware has obtained the regulatory certification license of EU and Australia, and can be used in EU member states and Australia.",https://apps.apple.com/es/app/ustar-portnat/id1613868849?uo=4,"['Utilidades', 'Productividad']",Ustar Biotechnologies (Hangzhou) Ltd.,None,0,0,"Mar 02, 2023","['EN', 'ZH']",iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-02
br.gov.fiocruz.fiolibras,FioLibras,"FioLibras é um app para pessoas surdas e profissionais de saúde, produzido pela Fiocruz, com informações confiáveis e atualizadas sobre o novo coronavírus e a pandemia da COVID-19, disponíveis na Língua Brasileira de Sinais (Libras), com legendas e narração em português. O aplicativo é gratuito e não é necessário fazer nenhum cadastro para acessar. Para acessar os vídeos em Libras sobre a COVID-19, basta fazer uma busca por palavras em português ou navegar pelas categorias e saber mais sobre: O que é COVID-19, Fake News (Notícias falsas), Prevenção, Sintomas, Transmissão, Diagnóstico, Tratamento, Vacina, Grupos de risco, Notícias, Pesquisas científicas e Bem-Estar na Pandemia. Clique em um vídeo para selecionar e assistir em tela cheia. Para marcar um vídeo como “Favorito”, clique no ícone de estrela. Se você gostar desse aplicativo, conte para seus amigos e amigas e ajude-nos a levar essas informações para outras pessoas surdas. Caso tenha alguma dúvida ou sugestão, entre em contato conosco, enviando uma mensagem ou um vídeo em Libras pelo app.",https://apps.apple.com/es/app/fiolibras/id1589459409?uo=4,"['Medicina', 'Noticias']",Servicos e Informacoes do Brasil,None,0,0,"Jul 25, 2022",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-07-25
com.lympo.covid19,Karantinas,"Programėlė „Karantinas“ yra skirta kasdieniam koronaviruso simptomų sekimui, prevenciniams veiksmams skatinti ir saviizoliacijos priežiūrai. Už visus veiksmus programėlės „Karantinas“ vartotojai yra apdovanojami taškais, už kuriuos bus galima įsigyti puikių nuolaidų programėlės parduotuvėje.Kaip tai veikia:-	Kasdienos sveikatos iššūkiai su Pasaulio sveikatos organizacijos rekomendacijomis, kaip elgtis, kad sumažintume koronaviruso plitimą;-	Kasdieniai klausimynai, kuriuos užpildęs gausi rekomendaciją, kur kreiptis, jei priklausai rizikos grupei;-	Naujausia oficiali informacija apie koronavirusą Lietuvoje;-	Patarimai, kaip išlikti sveikiems ir stiprinti imunitetą namuose;-	Saviizoliacijos rėžimo ir vietos aktyvacija bei priežiūra, naudinga informacija apie saviizoliaciją, kasdieniai klausimai ir užduotys bei pagalba visiems, besilaikantiems saviizoliacijos programos.Už naudojimąsi programėle būsi apdovanotas!Atsakyk į klausimus, vykdyk sveikatingumo iššūkius ir gauk taškų.Vėliau juos galėsi išleisti programėlės parduotuvėje ir įsigyti puikių prizų. Taip pat vėliau (pasibaigus nacionaliniam karantinui) galėsi susijungi su Health app bei stebėti nueinamą atstumą aplikacijoje.Tai tikrai lengva, o kasdienis sveikatos stebėjimas padės sustabdyti COVID-19 plitimą. Ši programėlė išvystyta kartu su Vilniaus savivaldybe,  Lietuvos sveikatos mokslų universiteto ligonine Kauno klinikos bei Nacionaliniu visuomenės sveikatos centru prie Sveikatos apsaugos ministerijos.SVARBU: ŠI PROGRAMĖLĖ NETEIKIA MEDICININIŲ KONSULTACIJŲ. JEI BLOGAI JAUČIATĖS, IŠKART SKAMBINKITE NUMERIU 1808.",https://apps.apple.com/es/app/karantinas/id1504237834?uo=4,['Medicina'],Vilnius,None,0,0,"May 12, 2020",['EN'],iOS,None,12+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-12
com.19clear.ios,19clear,"Most organizations have adopted a screening questionnaire, targeting employees and/or visitors to their indoor spaces, evaluating risk of COVID-19 infection. 19clear is a simple app that helps you automate the data collection for COVID-19 screening. On setup of a user account, and linking that account with your organization, users can complete a standard COVID-19 symptoms checklist for screening purposes on demand. The solution advises a user if they should return home/contact a medical professional. The group administrator has access to reports showing all those who have completed a ""clear"" screening, and those who have one or more concerns that need further evaluation before admitting those to the indoor space.",https://apps.apple.com/es/app/19clear/id1542621507?uo=4,"['Salud y forma física', 'Economía y empresa']",Guiding Star Communications and Consulting Inc.,None,0,0,"Jul 26, 2021",['EN'],iOS,None,12+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-07-26
com.nuasolutions.hse,HasHealth Video Consultations,"HasHealth is a Video Consultation Service launched in response to Coronavirus / COVID-19 that allows you access to your own Clinician from the comfort of your home, all through our iOS app.It is a new way to see your own clinician.HOW IT WORKS1. Contact your local practice / clinic to arrange a video appointment2. Receive an email/SMS or access code over the phone3. See your own clinician by entering the code or simply clicking your booking confirmation linkFEATURES* Live Video Consultations – medical advice from your own clinician using video and audio* Available everywhere in the Republic of Ireland - available anytime, anywhere* Your data is always safe and 100% confidential. This Service is fully compliant with the General Data Protection Regulation (GDPR).Please note, all medical advice is provided by your own Clinician, who has total clinical independence in deciding what they can safely treat and diagnose using this Service.You will need a high quality, reliable Internet connection to use the Service.This Service is not recommended for medical emergencies or acute medical episodes.If the clinician decides it necessary, they may recommend you have an in-clinic appointment or alternatively ask you to contact your local Out of Hours or accident and emergency department as appropriate.www.hashealth.com",https://apps.apple.com/es/app/hashealth-video-consultations/id1502827324?uo=4,['Medicina'],Webdoctor Limited,https://www.hashealth.com/,0,0,"Dec 01, 2022",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-12-01
gov.cdc.niosh.ppetracker,NIOSH PPE Tracker,"To assist healthcare and non-healthcare facilities (e.g., correctional facilities) in planning and optimizing the use of PPE resources for the response to coronavirus disease 2019 (COVID-19), the Centers for Disease Control and Prevention (CDC) has developed the NIOSH Personal Protective Equipment (PPE) Tracker. This tool can be used for planning PPE use outside the context of COVID-19, where PPE shortages may also occur due to supply chain issues related to the COVID-19 response (e.g., manufacturing facilities). The NIOSH PPE Tracker app will calculate the average consumption rate, also referred to as a “burn rate.” Healthcare personnel or facilities can use this app to track the number of full boxes of each component of PPE that they have in stock, such as gowns or respirators. They can enter these numbers to estimate the remaining supply of PPE based on the average consumption rate. Users of this tool can also enter the number of patients at their facility. The app will calculate the PPE burn rate per patient to help healthcare personnel track changes in PPE usage as the number of patients being cared for fluctuates. Based on the PPE Burn Rate Calculator Excel spreadsheet, the app features several improvements, including an easy-to-use interface and the ability to add restock. • This easy-to-use tool tracks different types of PPE, such as gowns, gloves, surgical masks, respirators, face shields, and more.• Track inventory by number of boxes or number of individual units.• Add restock when calculating inventory totals.• Calculate burn rate by type of PPE (such as gloves) and for specific units (such as small gloves).• Calculate PPE burn rate by the number of patients being treated and track changes in PPE usage as the number of patients fluctuates.• Download inventory and burn rate data and share reports via email.",https://apps.apple.com/es/app/niosh-ppe-tracker/id1506310638?uo=4,"['Utilidades', 'Salud y forma física']",Centers For Disease Control and Prevention,https://www.cdc.gov/coronavirus/2019-ncov/hcp/ppe-strategy/burn-calculator.html,0,0,"Sep 09, 2021",[],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['prevention'],[],[],[],[],['man'],[],2021-09-09
org.FindAShot,FindAShot,FindAShot.org searches for COVID-19 vaccine appointments at a local pharmacy near you. Find a shot regularly checks for available appointments at pharmacies across the nation.You are responsible for verifying vaccine eligibility & availability with the relevant authorities & providers. Consult a medical provider for medical advice.,https://apps.apple.com/es/app/findashot/id1556177037?uo=4,"['Utilidades', 'Educación']",Digital Labs LLC,https://ios.findashot.org/,0,0,"Jun 01, 2021",['EN'],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-06-01
id.endcorona.ios,EndCorona,"EndCorona merupakan aplikasi informatif dan inovatif dalam mencegah COVID 19 untuk menyehatkan Indonesia yang dikembangkan oleh tim dari FKUI-RSCM dan Fasilkom UI. EndCorona menyediakan fitur asesmen gratis dalam mendeteksi risiko terhadap COVID-19 untuk mencegah penyebaran dan perkembangan kasus lebih jauh. Melalui aplikasi ini, masyarakat dapat mengakses berbagai informasi mengenai COVID-19 mulai dari situasi terkini penyakit, jumlah pasien, berita terbaru, hotline darurat di seluruh provinsi, hingga hoaks mengenai COVID-19 yang telah beredar melalui berbagai sosial media. Kami ingin menyediakan informasi yang benar, tepat, baru, dan evidence-based  yakni informasi berdasarkan Ilmu Kedokteran.Melalui aplikasi ini, masyarakat dapat mengakses berbagai informasi mengenai COVID-19 mulai dari situasi terkini penyebaran penyakit, jumlah pasien, berita terbaru, hingga hoaks mengenai COVID-19 yang telah beredar melalui berbagai sosial media. Kami ingin menyediakan informasi yang benar, tepat, baru, dan evidence-based yakni informasi berdasarkan Ilmu Kedokteran.Platform karya anak bangsa ini dikembangkan oleh mahasiswa Universitas Indonesia yang diinisiasi oleh Arya Lukmana (FKUI ‘18) dan dikembangkan oleh tim dari Fasilkom UI yang terdiri dari M. Fawwaz Syarif, Albertus Angga Raharja, Ricky Chandra J., Windi Chandra, M. Ashlah, Adyanissa F. Kirana, Eugene Brigita Lauw, dan Amrisandha Prasetyo beserta tim dari FKUI yaitu Lubna Djafar, Sarah Latifa Raharja, Sania Zahrani, Violine Martalia, Irene Audrey D. P., Alifia Maharani, dan Aditya Parawangsa.EndCorona memiliki supervisor dokter dan dosen dari FKUI-RSCM: Prasandhya A. Yusuf, S.Si, M.T., Ph.D, dr. Eric Daniel Tenda, SpPD, FINASIM, dr. Anindya P. Susanto, B.Eng, MM. dan dr. Dewi Friska, MKK. Platform ini dirilis untuk masyarakat, dalam rangka memberikan informasi, situasi terkini, dan hoaks mengenai COVID-19. Kegiatan EndCorona didanai oleh Hibah Pengabdian Masyarakat UI - IPTEKS bagi Masyarakat 2020 sebagai partisipasi FKUI dalam memberikan solusi untuk memberhentikan wabah COVID-19.",https://apps.apple.com/es/app/endcorona/id1509293417?uo=4,"['Medicina', 'Salud y forma física']",FAKULTAS KEDOKTERAN UNIVERSITAS INDONESIA,None,0,0,"Nov 18, 2020",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2020-11-18
br.ufmg.medicina.covid19,"COVID 19, Você Sabia?","Medidas educativas podem salvar vidas e diminuir as complicações graves da COVID-19. A disseminação de informações de qualidade, baseadas em evidências científicas encontra desafios na tradução das recomendações internacionais para o idioma português. Um grupo de pesquisadores, médicos, profissionais da ciência da computação e acadêmicos da Universidade Federal de Minas Gerais desenvolveram um aplicativo para ampla divulgação da informação sobre a COVID-19, com foco nos usuários lusófonos. O projeto de extensão foi aprovado pela Universidade e registrado sob o número SIEX 403725. A quantidade de informações sobre a transmissão do vírus, fatores de risco para a forma grave da doença e abordagens preventivas é enorme e atualizações se apresentam continuamente. Um aplicativo é capaz de prover versões sequenciais, mantendo seus usuários bem informados e alinhados às melhores recomendações de organismos internacionais, como a Organização Mundial de Saúde. Outra questão que se apresenta é que em cada região do mundo a disseminação do vírus se encontra em um estágio diferente e medidas sanitárias são tomadas pelos governos, conforme a necessidade local e recursos disponíveis. As informações deste aplicativo são genéricas e úteis para quaisquer cenários, mas não devem se sobrepor ou serem substituídas pelas orientações das autoridades sanitárias locais.Alinhado à estratégia da saúde digital e da aprendizagem baseada em problemas do cotidiano, o formato de jogo sério oferece a oportunidade aos jogadores de aprender mais e se apropriar de conhecimentos essenciais para prevenção da infecção pelo novo coronavírus.Referências bibliográficas:https://www.paho.org/pt/covid19https://coronavirus.saude.gov.br/https://www.who.int/news-room/q-a-detail/coronavirus-disease-covid-19WHO. 2020. Responding to community spread of COVID-19: interim guidance, 7 March 2020. Retrieved August 23, 2020, from: https://apps.who.int/iris/handle/10665/331421.WHO. 2020. Coronavirus disease (COVID-19) - World Health Organization. Retrieved August 23, 2020, from: https://www.who.int/emergencies/diseases/ novel-coronavirus-2019.Huang L, Zhang X, Zhang X, Wei Z, Zhang L, Xu J, Liang P, Xu Y, Zhang C, Xu A. Rapid asymptomatic transmission of COVID-19 during the incubation period demonstrating strong infectivity in a cluster of youngsters aged 16-23 years outside Wuhan and characteristics of young patients with COVID-19: A prospective contact-tracing study. J Infect. 2020 Jun;80(6):e1-e13. doi: 10.1016/j.jinf.2020.03.006. Epub 2020 Apr 10. PMID: 32283156; PMCID: PMC7194554.",https://apps.apple.com/es/app/covid-19-voc%C3%AA-sabia/id1544965930?uo=4,"['Educación', 'Trivia', 'Familiar', 'Juegos']",Universidade Federal de Minas Gerais,http://www.medicina.ufmg.br/cins,0,0,"Mar 09, 2021",['EN'],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-03-09
com.covisinc.covis,CoVis,"CoVis calculates your real-time risks from COVID-19 using big data and machine learning so that you can make informed choices. Data from reliable sources like Johns Hopkins University and Robert Koch Institut is processed by our algorithms to forecast the disease spread. The algorithms use established knowledge from medical literature to calculate your personal risk score. This means you can make informed choices to keep yourself and your loved ones safe during the pandemicWe value your privacy, so your information stays on your app and we do not use it for advertising or tracking. We send all the information to your phone so that you can stay fully updated.CoVis is a two-time MIT hackathon winning solution that is supported by DESY, Hamburg.CoVis app offers you:- A dashboard with your daily risk score.- Details of location-based risks based on where you have been.- Your score timeline and history.- Charts showing the historical daily case rates and forecasts.- A news feed with articles from CDC, ECDC, WHO, and more.- An international travel advisory page sourced from UNWFP.A free CoVis Premium account offers you:- User account to store your scores and historical data (not personal data) on our servers for device portability.- Account and data management.The CoVis team put together their passions and skills to bring this app to life. Our aim is that it will help you to keep yourself and your loved ones safe. For more information, visit http://www.covishealth.comDisclaimer: CoVis is not a contact tracing app and cannot notify you of any past exposure to infected individuals. The content and risk score provided in the CoVis app is not meant to be medical suggestions and are for information purposes only. If you experience any symptoms or require medical attention please contact your local emergency services. Please follow local laws and safety requirements.",https://apps.apple.com/es/app/covis/id1558577130?uo=4,['Salud y forma física'],Covis Inc,https://www.covishealth.com,0,0,"Jan 31, 2022","['EN', 'DE']",iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2022-01-31
org.gobiernodecanarias.ici.redvican,REDVICAN,"El Instituto Canario de Igualdad lanza esta App que pretende ofrecer toda la información necesaria para la prevención de la violencia de género, poniendo a disposición de sus usuarias y usuarios la ubicación de los centros de atención en todas las Islas Canarias, el protocolo de actuación, los teléfonos de ayuda y mucho más.Se trata de una herramienta muy útil tanto para las mujeres y menores que puedan estar sufriendo violencia de género como para profesionales de los ámbitos sanitario, social, judicial, de seguridad, etc... que las atiendan.También para las personas del entorno de las víctimas, pues contiene la información básica necesaria para poder ayudarlas.",https://apps.apple.com/es/app/redvican/id1474341412?uo=4,"['Utilidades', 'Educación']",Gobierno de Canarias,http://dalaalarma.com,0,0,"Apr 29, 2020",['EN'],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['prevencion'],[],[],[],[],[],['mujer'],2020-04-29
com.eim.maskdongle,Mask Dongle,"Welcome patrons back with a convenient, more effective COVID-19 screening process. Mask Dongle Health Certifications help keep business operations safe.  The application provides unique screening questionnaires to assess individuals for signs and symptoms of COVID-19.Check Your SymptomsCOVID-19 symptoms can range from mild to severe and may appear 2-14 days after exposure. Completing a Mask Dongle Health Questionnaire daily keeps your COVID-19 Health Certification current. Limiting excursions to establishments that require temperature checks and health screenings can help keep you safe.Mask Dongle provides a certificate of health allowing easy access to work, healthcare facilities, schools, gyms, museums, restaurants, hotels and other establishments. The application takes care of COVID-19 screening so you can avoid bottlenecks and get back to focusing on your business.",https://apps.apple.com/es/app/mask-dongle/id1546891473?uo=4,['Salud y forma física'],EIM Sensor,None,0,0,"Jan 22, 2021",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-01-22
com.esp.isus,iSUS,"O iSUS é um produto digital criado para ser um cinto de utilidades e apoiar os profissionais do Sistema Único de Saúde (SUS) no combate ao Covid-19, diante de desafios de urgência, emergência e proteção à vida.Desenvolvido em meio à pandemia do novo coronavírus, responde à demanda de relacionamento entre usuários, trabalhadores e gestores do SUS.O objetivo é entregar informações, serviços e oportunidades, de forma automatizada, personalizada e segura, na palma da mão dos profissionais, otimizando seu tempo e apoiando a tomada de decisões baseadas em dados e evidências científicas.O projeto é uma iniciativa da Escola de Saúde Pública do Ceará (ESP), com apoio da Fundação Cearense de Apoio ao Desenvolvimento Científico e Tecnológico (Funcap), por meio do projeto ""SMART Health"", desenvolvido em parceria com o Grupo de Engenharia de Software Adaptativo e Distribuído (GESAD) da Universidade Estadual do Ceará (UECE).O app é uma das ações da Força Tarefa Digital de Combate ao Coronavírus, e está sendo desenvolvido de forma aberta para promover e viabilizar a colaboração em rede. Faça parte do time do iSUS acessando o repositório no Github para ver o código-fonte, o painel de atividades para acompanhar o processo de desenvolvimento ou fale com a gente pelo grupo no Telegram.",https://apps.apple.com/es/app/isus/id1508594712?uo=4,"['Medicina', 'Salud y forma física']",Escola de saúde Pública do Ceará,http://coronavirus.ceara.gov.br/isus,0,0,"Aug 24, 2022",['EN'],iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2022-08-24
mv.gov.mohiru,TraceEkee,"TraceEkee supports the efforts to mitigate community spread of Covid-19 in the Maldives through community-driven detailed contact tracing. It uses Bluetooth signals to detect encounters with other TraceEkee users and stores that data in encrypted form on your phone. It logs the nearby phone’s identifier, model, signal strength and time. All TraceEkee users are represented by a random, changing, encrypted identifier. If you had a close contact with a COVID-19 case, the Health Protection Agency will seek and need your actioned consent to upload your encounter data for contact tracing analysis. TraceEkee helps HPA find close contacts of the positive cases more quickly to provide guidance and necessary care at the earliest. TraceEkee will also keep you up to date on new developments and updates on COVID-19 in the country and guide you on ways to protect yourself. Help stop the community spread of COVID-19 in the Maldives by using TraceEkee.",https://apps.apple.com/es/app/traceekee/id1509409459?uo=4,"['Utilidades', 'Salud y forma física']",Indira Gandhi Memorial Hospital (IGMH),https://trace.hpa.gov.mv/,0,0,"May 10, 2020",['EN'],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-10
gov.adph.exposurenotifications,GuideSafe,"Use the GuideSafe™ Exposure Notification app to anonymously share a positive COVID-19 test result — and be anonymously notified of your own possible exposure to someone who later reports a positive COVID-19 test result — all without sharing anyone’s identity. The app protects your privacy while giving you the power to protect your health, your family’s and your community’s.  Using the app is easy: Step one: Download the GuideSafe™ Exposure Notification app and enable Bluetooth. Step two: If you have tested positive for COVID-19, you can choose to report it. Your test will be verified by the Alabama Department of Public Health. Step three: Those who may have been in close contact with you in the last 14 days will be notified they were near someone with a positive test, but they won’t know who or where. Your identity and location remain completely anonymous, and your personal information isn’t disclosed, no matter what.  Why it’s important Stopping the spread of COVID-19 is essential to helping our communities, schools and businesses reopen and stay open. When someone tests positive for COVID-19, contact tracers with the Alabama Department of Public Health will help notify those the person has been near — but they won’t know every person’s close contacts. The more people who use the app, the better the ability to notify those who have been exposed.  How it works When you are within about six feet of others, phones using the GuideSafe™ Exposure Notification app exchange encrypted, anonymous codes via low-energy Bluetooth. If you test positive for COVID-19, those with whom you came in close contact — defined as within six feet for at least 15 minutes over the last 14 days — will get an anonymous notification that they were exposed. The notification they get is completely anonymous — they will not know who tested positive, the time, or the location — only the date of the possible exposure.  Your privacy is our priority The GuideSafe™ Exposure Notification app was developed by the Alabama Department of Public Health in cooperation with the University of Alabama at Birmingham and MotionMobs, using technology from a collaboration between Apple and Google. Users of the app exchange anonymous codes among their phones using Bluetooth — no location data is ever stored or exchanged, and your personal information is never shared.",https://play.google.com/store/apps/details?id=gov.adph.exposurenotifications&hl=en&gl=ES,['Medical'],Alabama Department of Public Health,None,0.0,0,"Jul 18, 2022",['EN'],Android,https://www.guidesafe.org/privacy-statement/,PEGI 3,0,100000,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-07-18
com.byt.qlmxn,Lấy mẫu xét nghiệm COVID-19,Ứng dụng hỗ trợ quản lý mẫu xét nghiệm covid 19 giữa các cơ sở y tế và các cơ sở xét nghiệm,https://apps.apple.com/es/app/l%E1%BA%A5y-m%E1%BA%ABu-x%C3%A9t-nghi%E1%BB%87m-covid-19/id1575181361?uo=4,['Salud y forma física'],Văn phòng Bộ Y Tế,None,0,0,"Nov 30, 2021",['EN'],iOS,None,4+,0.0,0.0,None,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-11-30
co.patientbuddy.tracker.covid19USA,patientMpower for Covid 19 USA,"The patientMpower for COVID-19 app is for people in the USA who have been enrolled in the COVID-19 remote monitoring programme by a healthcare professional. The patientMpower for COVID-19 app will allow you to monitor your COVID-19 symptoms and health information such as your oxygen levels and temperature whilst you are in self-isolation. This information will be shared confidentially with  trained personnel at dedicated monitoring centres. They will be able to see your information immediately. Monitoring will enable healthcare professionals to assess if you are recovering well whilst in isolation or if you need additional support (e.g. extra treatments at home or if you need to go to hospital). It is recommended that you consent to using location services after downloading this app. If you don’t want to consent to sharing your location you can continue to use the app. The location information will be de-identified and used for research into COVID-19. KEY FEATURESMonitors your oxygen saturation (using a device called a pulse oximeter), which is important to track to ensure you are recovering from COVID-19Tracks your symptoms including breathlessnessRecords details of relevant underlying conditions and your existing medicationsAnonymised location monitoring, to help us understand trends of COVID-19 across Ireland and plan resources to best deliver healthcareSyncs with Apple Healthkit to track heart rate and activityConfidential health data viewable in real time by healthcare professionals at monitoring centrespatientMpower are an Irish digital health company who are experienced in providing home monitoring  platforms for people with lung conditions. If you need help installing the app or need any technical support please email support@patientMpower.com. IMPORTANT: This app cannot provide medical intervention in the event of an emergency. If you experience a rapid worsening of symptoms or severe breathing difficulties please contact 911.",https://apps.apple.com/es/app/patientmpower-for-covid-19-usa/id1509009766?uo=4,"['Medicina', 'Salud y forma física']",patientMpower Ltd,https://info.patientmpower.com,0,0,"Aug 31, 2021","['DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'ES']",iOS,None,17+,0.0,0.0,None,[],[],[],[],[],[],[],[],['lung'],[],[],[],[],['liver'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-08-31
