id,title,releaseDate,description,trackTime,trackViewUrl,languages,provider,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time
5XUmZCQairHHKbqTyVxs4L,"#10 Talking about COVID-19, health and illness",2020-03-23,"In this episode, we are going to talk about COVID-19. Since the rest of the world is talking about it, I said, ""Oh well, let's make the most of it and learn to talk about health and illness."" Vocabulary related to COVID-19 or health and illness:   access to healthcare   acute    alleviate    attack (the virus attacks...)    be in poor health    be/feel under the weather    Carrier    come down with    Community spread    Contagious    Containment    contract    cope    Coronavirus, COVID-19, SARS-CoV-2    diabetes    droplets    Epidemic vs. pandemic    Fatality; deadliness    Fatality/Mortality rate; death toll    Flatten the curve    from person to person; person-to-person transmission    heart disease    high blood pressure    High-risk population    home remedies    immune system    Incubation period    infect    infected    Infectious    lethargy    Lockdown, isolate, isolation, self-isolate, quarantine, social distancing    Mitigation    Outbreak    positive (test positive or negative)    prevent    serious illness    Shortness of breath    spread    sweep the globe    Symptomatic/Asymptomatic    the WHO (abbreviation for the World Health Organization)    transmit    Underlying medical problems; pre-existing medical conditions    vaccine, vaccinate, vaccination    Waterborne; airborne   — Do you need some extra practice? Or maybe you are looking for an English tutor to help you walk that extra mile. Either way, you can find your teacher on italki. And with this link, you'll get $10 when you spend $20 on the platform! (Only for new clients.) — Want to be on the show? Answer this short form to let me know. Follow the project on Instagram: @c2proficiencyquest Like C2 Proficiency Quest's Facebook page: facebook.com/C2-Proficiency-Quest-114237646798856 Share if you liked the episode, and don't forget to leave a comment! You can also send me a voice recording through Anchor or mail it to albastudiesenglish@gmail.com (and tell me if you'd like me to add it to an episode!)  ---   Send in a voice message: https://podcasters.spotify.com/pod/show/c2proficiencyquest/message",17.28,https://open.spotify.com/episode/5XUmZCQairHHKbqTyVxs4L,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-03-23
7xCQ2BUXXCBiT0rMMryedl,Did Covid-19 leak from a lab?,2023-08-18,"Covid is back in the news - there is a new mutation of Omicron which is potentially more infectious than the last. Some are sounding the alarm. We talk about whether you should be worried (spoiler -probably not). But while it's in the news we thought we'd examine a question long lurking at the sidelines of the Covid news story - where did it come from? Is the lab leak theory increasingly credible? Plenty in Washington, including big elements of the Biden administration think so. And if it is - why are we not talking about it? What might be the biggest story of our time? Lewis talks to a leading expert who sits on SAGE and a journalist who has done the running on the story from the very beginning.Editor: Tom HughesProducers: Rory Symon and Alex BarnettSocial Media Editor: Georgia FoxwellVideo Producer: Will Gibson-Smith",25.77,https://open.spotify.com/episode/7xCQ2BUXXCBiT0rMMryedl,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-08-18
5esBST7RKnrJgjNPjc9f1c,"9. ""Number Ten At War With Itself""",2023-10-14,"Jim Reed takes a look back at this week's evidence in the Covid Inquiry, which includes diary entries and Whatsapp messages from those working in Downing Street at the time.",8.31,https://open.spotify.com/episode/5esBST7RKnrJgjNPjc9f1c,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-14
12yP8uDfu8CrC1S0a7yUDA,Covid-19: Wo begann die Pandemie?,2023-09-22,"Wo hat Covid-19 seinen Ursprung? War es der Tiermarkt im chinesischen Wuhan oder doch ein Labor? Forschende suchen noch immer nach Antworten. Sie hoffen, dadurch für den Umgang mit künftigen Viren zu lernen.    (00:00:29) Opener und Begrüßung Frank (00:01:32) Welche Rolle könnten Maderhunde spielen? (00:03:13) Was spricht für und gegen die sog. „Markt-Hypothese“? (00:05:35) Wie erforscht man einen Pandemie-Ursprung? (00:08:11) Welche anderen Hypothesen gibt es? (00:12:11) Die Erforschung des Ursprungs dauert oft lange (00:16:00) Warum ist die Ursachenforschung für die Zukunft? (00:18:43) Verabschiedung     Hier entlang geht’s zu den Links unserer Werbepartner: https://detektor.fm/werbepartner/spektrum-der-wissenschaft  >> Artikel zum Nachlesen: https://detektor.fm/wissen/spektrum-podcast-corona-covid-pandemie-ursprung",19.55,https://open.spotify.com/episode/12yP8uDfu8CrC1S0a7yUDA,['de'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-09-22
3ke2CScXTlq8IYCUoEtYav,How To Survive Covid-19,2023-10-17,This week Danielle and Kristine learn about Kris' bout with Covid and a Colonoscopy. See Privacy Policy at https://art19.com/privacy and California Privacy Notice at https://art19.com/privacy#do-not-sell-my-info.,59.33,https://open.spotify.com/episode/3ke2CScXTlq8IYCUoEtYav,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17
0uEcMHF76Wb1GtFmITfPFr,Le Covid-19,2020-05-01,Coronavirus ? Covid-19 ? Auden vous donne ses conseils et vous explique en quelques minutes ce qu'il sait sur ce virus.,3.33,https://open.spotify.com/episode/0uEcMHF76Wb1GtFmITfPFr,['fr'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-01
7mVALdHbS3DHPBxWyTXItv,The medicine of coronavirus,2020-07-30,Neil and Georgina talk about Covid-19 and teach you related vocabulary.,6.29,https://open.spotify.com/episode/7mVALdHbS3DHPBxWyTXItv,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-07-30
7aTpD03IAsTMaWSrxwguip,"Autopsie des fake news scientifiques 2/5 : Vaccin contre la Covid-19 : quelle est l'origine des ""turbo-cancers"" ?",2023-10-24,"durée : 00:04:52 - Avec sciences - par : Alexandra Delbot - Popularisés par Alexandra Henrion-Caude, les ""turbo-cancers"" seraient des cancers particulièrement agressifs causés par les vaccins contre la Covid-19. Si aucun cancer n'est réellement provoqué par les vaccins à ARN messagers, il y existe bien de rares cas d'accélération de lymphomes.",5.2,https://open.spotify.com/episode/7aTpD03IAsTMaWSrxwguip,['fr'],Spotify,[],[],[],[],[],[],"['rare cancer', 'rare']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24
1CZXHEPGvzCfen7AEqV4MU,75. What is a Covid-19 Variant? (English Vocabulary Lesson) ,2021-05-10,"In this episode of Thinking in English, I want to talk about Covid variants. What is a variant? Why are there so many variants right now? Are these more dangerous? Do the treatments still work? Let's discuss these questions in this episode!  Transcript!! - https://thinkinginenglish.blog/2021/05/10/75-what-is-a-covid-19-variant-english-vocabulary-lesson/  CONTACT US!! INSTAGRAM - thinkinginenglishpodcast (https://www.instagram.com/thinkinginenglishpodcast/) Twitter - @thinkenglishpod Blog - thinkinginenglish.blog Gmail - thinkinginenglishpod@gmail.com  Vocabulary List To contract (v) - to catch or become ill with a disease He contracted malaria while he was travelling To acquire (v) - to get or buy something He acquired that company in 2008 Variant (n) - something that is slightly different from other similar things There are four variants of malaria, all transmitted to humans by mosquitoes To mutate (v) - to develop new physical characteristics because of a permanent change in genes. These changes can happen naturally or can be produced by the use of chemicals or radiation These bacteria have mutated into forms that are resistant to drugs Mutation (n) - A permanent change in a living thing (like in an animal, plant, or bacteria) These plants carry the mutation for red flowers Immunity (n) - a situation in which you are protected against disease The vaccination gives you immunity against the disease for up to six months Transmissible (adj) - (of diseases) able to passed from one person or animal to another To start a pandemic, the virus will have to be highly transmissible between humans Booster (n) - a drug or vaccine given to increase the effect of a previous vaccine and it helps to continue to protect a person from illness He has his polio booster last week  ---   Support this podcast: https://podcasters.spotify.com/pod/show/thinking-english/support",18.08,https://open.spotify.com/episode/1CZXHEPGvzCfen7AEqV4MU,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-05-10
2SisXfUtUu0h459BAiHb3N,"Doctor Is Charged With “Unprofessional Conduct” After Prescribing Ivermectin For COVID-19, Responds With LAWSUIT Against Medical Commission w/ Dr. Michael Turner & Dr. Kelly Victory – Ask Dr. Drew – Ep 278",2023-10-24,"The Washington State Medical Commission charged Dr. Michael Turner – a Stanford and Harvard graduate – with unprofessional conduct after he prescribed ivermectin to an older telehealth patient. Should licensed physicians be allowed to prescribe medications for off-label uses without fear of punishment from medical boards? Dr. Turner is now part of a lawsuit seeking to have the Medical Commission’s proceedings against himself and three other doctors halted. Dr. Michael Turner is a board-certified physician in Physical Medicine & Rehabilitation. He’s a graduate of Stanford University and received his medical degree from Harvard Medical School. He completed his internship and residency at the Mayo Clinic. Follow him at https://drturner.substack.com and https://michaelturnermd.com. 「 SPONSORED BY 」 Find out more about the companies that make this show possible and get special discounts on amazing products at https://drdrew.com/sponsors • GENUCEL - Using a proprietary base formulated by a pharmacist, Genucel has created skincare that can dramatically improve the appearance of facial redness and under-eye puffiness. Genucel uses clinical levels of botanical extracts in their cruelty-free, natural, made-in-the-USA line of products. Get an extra discount with promo code DREW at https://genucel.com/drew • PRIMAL LIFE - Dr. Drew recommends Primal Life's 100% natural dental products to improve your mouth. Get a sparkling smile by using natural teeth whitener without harsh chemicals. For a limited time, get 60% off at https://drdrew.com/primal • THE WELLNESS COMPANY - Counteract harmful spike proteins with TWC's Signature Series Spike Support Formula containing nattokinase and selenium. Learn more about TWC's supplements at https://twc.health/drew • PALEOVALLEY - ""Paleovalley has a wide variety of extraordinary products that are both healthful and delicious,” says Dr. Drew. ""I am a huge fan of this brand and know you'll love it too!” Get a discount on your first order at https://drdrew.com/paleovalley 「 MEDICAL NOTE 」 The CDC states that COVID-19 vaccines are safe, effective, and reduce your risk of severe illness. You should always consult your personal physician before making any decisions about your health.  「 ABOUT THE SHOW 」 Ask Dr. Drew is produced by Kaleb Nation (https://kalebnation.com) and Susan Pinsky (https://twitter.com/firstladyoflove). This show is for entertainment and/or informational purposes only, and is not a substitute for medical advice, diagnosis, or treatment. 「 ABOUT DR. DREW 」 Dr. Drew is a board-certified physician with over 35 years of national radio, NYT bestselling books, and countless TV shows bearing his name. He's known for Celebrity Rehab (VH1), Teen Mom OG (MTV), Dr. Drew After Dark (YMH), The Masked Singer (FOX), multiple hit podcasts, and the iconic Loveline radio show. Dr. Drew Pinsky received his undergraduate degree from Amherst College and his M.D. from the University of Southern California, School of Medicine. Read more at https://drdrew.com/about Learn more about your ad choices. Visit megaphone.fm/adchoices",78.04,https://open.spotify.com/episode/2SisXfUtUu0h459BAiHb3N,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['rehabilitation'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24
5BZT0hCuwplviOsGFCdB9T,"8. ""We've Got Big Problems Coming""",2023-10-07,"Jim Reed takes a look back as the Covid Inquiry starts its second phase, looking into the decisions that were made as the pandemic began. With some strong language.",10.44,https://open.spotify.com/episode/5BZT0hCuwplviOsGFCdB9T,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-07
6oE35Lgo3uf2pTP5eiWFGE,El duelo por COVID-19,2021-02-25,El Covid ha alterado nuestra manera de duelar. Este episodio reconoce la necesidad de abrazo y contención social.,42.4,https://open.spotify.com/episode/6oE35Lgo3uf2pTP5eiWFGE,['es-MX'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-02-25
7iZCLqZbnqMLyyOtFBlSJv,Vocabulario Covid Ingles – Español,2021-07-01,Aprendemos vocabulario del COVID 19  con la experiencia que pasó el profesor Carlos. Clase escrita AQUI: https://www.inglestotal.com/vocabulario-covid-ingles-espanol/ The post Vocabulario Covid Ingles – Español appeared first on Cursos de ingles gratis Aprender ingles con audio. Clases de ingles gratuito.,28.0,https://open.spotify.com/episode/7iZCLqZbnqMLyyOtFBlSJv,['en-US'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-07-01
0T1PCzXOhSFHPsVXKoFV5j,Inquiry Launched Into Covid 19 Pandemic Response,2023-09-21,"A health expert, public servant and economist will lead a three-person inquiry into Australia's handling of Covid-19. The ANU has distanced itself from a spitting professor. And The Aria awards nominations have been revealedSee omnystudio.com/listener for privacy information.",3.07,https://open.spotify.com/episode/0T1PCzXOhSFHPsVXKoFV5j,['en-US'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-09-21
7qj1NIMLFiJebkKzL4qSvn,Pujiono - Virus Covid 19,2021-11-23,"Kembali kita harus pada menarik pedal rem sosial untuk mengurangi lonjakan covid 19 disekitar kita khususnya, nusantara umumnya. Covid 19 adalah pengajaran Sang Maha Esa untuk kebaikan hamba-Nya agar kembali kepada Kebenaran dan Keadilan Sejati https://t.me/Pandan_People/115",3.22,https://open.spotify.com/episode/7qj1NIMLFiJebkKzL4qSvn,['id'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-11-23
7cjINx8MVNqQRqdVCbQUjM,Dalla Peste al Covid-19: la Storia insegna? | Alessandro Barbero (2020),2021-02-01,"Conferenza di apertura della Notte dei Ricercatori 2020 a cura del professor Alessandro Barbero, storico e medievalista del Dipartimento di Studi Umanistici.  A cura della Università del Piemonte Orientale.  Libri sul tema:  La misura del virus. Dalla peste al Covid-19: antiche pandemie e difese nuove: https://amzn.to/2MngJzy La peste nella storia: https://amzn.to/3cspPWo La vita al tempo della peste. Misure restrittive, quarantena, crisi economica: https://amzn.to/36zs1aG   --- ",30.0,https://open.spotify.com/episode/7cjINx8MVNqQRqdVCbQUjM,['it-IT'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-02-01
5PKshmtfPqY4PPUBRPbQ8A,"10. ""Dr Death""",2023-10-21,Jim Reed takes a look back at this week's evidence in the Covid Inquiry - as private Whatsapp messages reveal divisions within the scientific community over government advice.,12.6,https://open.spotify.com/episode/5PKshmtfPqY4PPUBRPbQ8A,['en'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-21
