publishedAt,description,title,URL,language,mediaTitle,authors,summary,textLength,keywords,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time,duration
2023-10-24,"The big draw, and gamble, of the Metaverse is the ability to experience events from a front-row seat—or an even more intimate or fantastic vantage point.","In The Metaverse, Everyone Has A Front Row Seat",https://www.forbes.com/sites/chrisdorsey/2023/10/24/in-the-metaverse-everyone-has-a-front-row-seat/,en,Forbes,"['Chris Dorsey', 'Kevin Payne', 'Cassidy Horton']","In Mark Zuckerberg’s $14 billion virtual reality known as the Metaverse, a dreamscape where Fantasy Island and Fantasia meet, experiencing anything and going anywhere is seemingly possible.
Photo Credit: Woody RoselandMeta’s big gamble isn’t about viewing places and events, it’s about experiencing them in a front-row seat.
Over 1.5 million attended ticketed events at Red Rocks in 2022.
One new project that Meta is cooking up is a virtual concert experience from Colorado’s famed Red Rocks Amphitheater.
Robert Watts is Co-founder and Executive Producer at Light Sail VR, a boutique production company ... [+] specializing in creative storytelling in Virtual Reality.",699,"['list', 'venue', 'row', 'seat', 'thomas', 'virtual', 'reality', 'rocks', 'red', 'metaverse', 'experience', 'world']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24,2.936974789915966
2023-10-30,These metaverse cryptos are having their day in the sun.,Why These 4 Metaverse Cryptocurrencies Are Rocketing Higher ...,https://www.fool.com/investing/2023/10/30/why-these-4-metaverse-cryptocurrencies-are-rocketi/,en,The Motley Fool,['Chris Macdonald'],"The precise bucket investors sort cryptocurrencies such as Axie Infinity (AXS -4.12%), Internet Computer (ICP -3.72%), Decentraland (MANA -1.29%), and The Sandbox (SAND -2.92%) into may vary.
Over the past 24 hours, nine transactions of more than $100,000 took place, with 19 such transactions seen during yesterday's session.
Positive on-chain development data, and improving sentiment following a token unlock, appear to be driving Internet Computer higher.
For those intrigued by the world of metaverse-focused decentralized applications, Internet Computer is one of the companies providing the behind-the-scenes plumbing to make this happen.
As the broader crypto market shows some positive momentum, these higher-risk, higher-upside altcoins have seen larger moves (in many cases) than their mega-cap crypto peers.",486,"['crypto', 'tokens', 'infinity', 'investors', 'transactions', 'seen', 'market', 'metaverse', 'computer', 'higher', 'internet', 'rocketing', 'today', 'cryptocurrencies']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-30,2.042016806722689
2023-10-31,Do you want to experience Hell or Purgatory? We put on our virtual reality glasses at Italy’s Museum of Cinema in Turin to learn about the metaverse.,Q&A: Will we spend more time in the metaverse than in real life?,https://www.euronews.com/next/2023/10/31/qa-will-we-spend-more-time-in-the-metaverse-than-in-real-life-euronews-tech-talks-podcast,en,Euronews,[],"We put on our virtual reality glasses at Italy’s Museum of Cinema in Turin to learn about the metaverse.
ADVERTISEMENTWill the metaverse soon be able to replicate all the features of the real world?
In our latest episode of Euronews Tech Talks, we spoke with two professors in digital transformation and innovation, Martin Butler, from the Vlerick Business School, and Peter Zemsky, from the INSEAD Business School.
Surprisingly, in the current metaverse landscape, many individuals **are immersing themselves**in this digital universe without VR glasses.
In our upcoming episodes of Euronews Tech Talks, we will transport you to Almendralejo, a town in the south of Spain, to delve into a paradigmatic case illustrating how deepfakes are reshaping our lives.",342,"['qa', 'life', 'virtual', 'real', 'euronews', 'universe', 'vr', 'podcast', 'metaverse', 'turin', 'talks', 'reality', 'tech', 'visitors', 'spend', 'learn']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-31,1.4369747899159664
2023-10-04,Technology Magazine considers some of the leading companies that have pioneered metaverse technology and are committed to advancing digital transformation,Top 10: Metaverse companies,https://technologymagazine.com/top10/top-10-metaverse-companies,en,Technology Magazine,['Amber Jackson'],"With this in mind, Technology Magazine considers some of the global leading companies who are committed to working with the metaverse, further developing technology to advance the digital world.
Epic Games has fast become one of the leading companies behind the evolution of the metaverse, including holding numerous virtual events within Fortnite.
In 2022, the company raised US$2bn to fund other metaverse initiatives, including Unreal Engine to create immersive experiences in simulated environments.
Through the platform, developers can use the Unity Engine to develop metaverse experiences.
While the platform was built for game developers, it is also widely used by industrial users to create custom metaverse and digital twin solutions.",285,"['technology', 'companies', 'create', 'leading', 'technologies', 'developers', 'virtual', 'platform', 'metaverse', 'company', 'digital']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-04,1.1974789915966386
2023-11-01,"Persona 5 was already etched deep within my heart so it was almost impossible not to have lofty expectations for Persona 5 Tactica. It did not disappoint. Persona 5 Tactica is another riveting RPG addition to the Persona franchise offering new mysteries, strategic combat, and dynamic visuals. Bringi",Persona 5 Tactica impressions — A New Adventure in a New ...,https://gamingtrend.com/feature/impressions/persona-5-tactica-a-new-adventure-in-a-new-metaverse/,en,Gaming Trend,"[""Dominique' Mcclain"", 'Ron Burke', 'Henry Viola', 'David Burdette', 'Richard Allen', 'Root', '--M-A-Box-Bp', '--M-A-Box-Bp-L', '.M-A-Box', 'Width']","Persona 5 was already etched deep within my heart so it was almost impossible not to have lofty expectations for Persona 5 Tactica.
Persona 5 Tactica is another riveting RPG addition to the Persona franchise offering new mysteries, strategic combat, and dynamic visuals.
Bringing in characteristics from its predecessor, Persona 5 Tactica crashed in with style and dynamic artistry from astonishing 3D elements to vibrant 2D graphics.
Pulling a Triple Threat is sort of like Persona 5’s “All-Out Attack” where the team unites, attacking enemies caught in the triangle loop.
Persona 5 Tactica assembles the team back together, introduces Erina, and will have you engaging in yet another compelling story.",681,"['erina', 'combat', 'impressions', 'tactica', 'phantom', 'adventure', 'enemies', 'world', 'walls', 'turn', 'metaverse', 'team', 'persona']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-01,2.861344537815126
2023-10-10,"EY uses the metaverse into its internships as a way to educate interns on the global accounting consultancy's culture, purpose and values in a fun and memorable way.",EY Internship Incorporates Metaverse,https://www.shrm.org/resourcesandtools/hr-topics/organizational-and-employee-development/pages/ey-internship-incorporates-metaverse-.aspx,en,SHRM,['Kathy Gurchiek'],"""WeVerse,"" an online metaverse experience launched this year, is a way to educate interns on the global accounting consultancy's culture, purpose and values in a fun and memorable way, said Domhnaill Hernon, EY's global Metaverse Labs lead.
The WeVerse experience resonated with Park, a Middle Tennessee State University student whose friends develop video games.
However, while the metaverse was the media used, the content EY developed was not wholly tech-centric, Carlier said.
Carlier advises employers to consider the ""why"" in developing a metaverse as part of the internship experience.
EY invited employees of younger generations, and interns such as Park, to test WeVerse prior to launch.",761,"['experiences', 'ey', 'global', 'eys', 'park', 'weverse', 'internship', 'metaverse', 'experience', 'interns', 'way', 'incorporates']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-10,3.197478991596639
2023-10-25,"Many marketers have all but forgotten the metaverse. But Decentraland, one of the most active builders in the space, believes that the AI revolution – among other factors – could help to supercharge this virtual space.",Decentraland’s AI World Fair Seeks To Show There’s Life In The ...,https://www.thedrum.com/news/2023/10/25/decentraland-s-ai-world-fair-seeks-show-there-s-life-the-metaverse-yet-brands,en,The Drum,"['Webb Wright', 'October', 'Listen To Article']","There are a number of factors that contributed to the sudden sea change surrounding corporate interest in the metaverse.
At the same time, new AI tech is being deployed by some companies to develop more compelling virtual experiences.
These are two themes that will be on display at the inaugural AI World Fair.
Some of the panels appear to be quite niche, and will therefore not hold much appeal for those outside of the metaverse and AI sectors.
Beyond assisting with creative expression in virtual spaces, Jardi also mentions some other ways in which AI and the metaverse can mutually support one another.",895,"['virtual', 'seeks', 'world', 'technology', 'life', 'metaverse', 'ai', 'media', 'jardi', 'interest', 'future', 'week', 'theres', 'decentralands', 'fair', 'tech', 'brands']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-10-25,3.7605042016806722
2023-10-12,"""It was hell working on it,"" says Andre Elijah, the miffed developer of the AEI Fitness app.","Meta killed a metaverse yoga app upon learning its developer also talked with Apple, a lawsuit alleges: ‘It was hell working on it’",https://fortune.com/2023/10/12/meta-killed-metaverse-yoga-app-after-developer-talked-to-apple-lawsuit-alleges/,en,Fortune,[],"Meta Platforms Inc. killed it just before launch time when Meta learned Elijah had talked with Apple Inc. and ByteDance’s Pico about launching the app on their competing VR platforms, he alleges in a lawsuit.
Meta canceled his AEI Fitness app days before its unveiling at Meta Connect, the world’s biggest VR conference, Elijah says.
He says the conference would have propelled it to the top of the VR fitness app market, eventually reaping him tens of millions of dollars.
It’s not the first time Meta has been accused of trying to corner the VR fitness app market.
The case is Andre Elijah Immersive Inc. v. Meta Platforms Technologies LLC, 5:23-cv-05159, US District Court, Northern District of California (San Jose).",620,"['lawsuit', 'fitness', 'apple', 'app', 'yoga', 'vr', 'killed', 'conference', 'developers', 'san', 'metaverse', 'talks', 'elijah', 'platforms', 'market', 'meta']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-12,2.6050420168067228
2023-10-08,,Meta Quest 3 Shows Us The Metaverse Dream Isn't Dead Yet,https://www.kotaku.com.au/2023/10/meta-quest-3-shows-us-the-metaverse-dream-isnt-dead-yet/,en,Kotaku Australia,"['Dan Ackerman', '.Wp-Block-Post-Author-Name Font-Family', 'Var --Wp--Preset--Font-Family--Secondary', 'Sans-Serif', '.Wp-Block-Post-Author-Name A Where', 'Not .Wp-Element-Button', 'Text-Decoration', 'None', 'Hover Color', 'Var --Wp--Preset--Color--Primary']","The Metaverse Isn’t Dead Yet: Meta’s Quest 3Before I oversell the idea, the Meta Quest 3 is still going to be treated mainly as a gaming device, especially with access to Xbox Game Pass games coming soon.
That’s what enables you to view the real world and overlay interactive digital objects on top of that.
The Quest 2 offers only a grainy black-and-white view of the outer world that’s useless for anything other than making sure you don’t bump into the coffee table.
The Quest 3, by all accounts, isn’t quite that clear and detailed, but it’s also the version you’re much more likely to try.
At the very least, the Meta Quest 3 has a shot at being the Vision Pro for the rest of us.",467,"['meta', 'vision', 'headset', 'thats', 'shows', 'metaverse', 'dead', 'real', 'virtual', 'world', 'reality', 'isnt', 'quest', 'dream']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-08,1.9621848739495797
2023-10-25,"XR Today covers news including Immersive Experience, Industry 4.0, Metaverse and more.",Microsoft Shuts Down Industrial Metaverse AI Projects,https://www.xrtoday.com/mixed-reality/microsoft-shuts-down-industrial-metaverse-ai-projects/,en,XR Today,['Rory Greener'],"This week, reports from BussinessInsider highlighted how Microsoft is closing down Project Airsim, an AI ambition tied to the firm’s Industrial Metaverse roadmap.
Moreover, the news comes after Microsoft shut down Bonsai, another acquired start-up set to play a significant role in the firm’s industrial Metaverse.
The Open AI technology integration also crosses over into Microsoft’s Industrial Metaverse, so the roadmap is far from discontinued.
Microsoft’s Industrial Metaverse Roadmap for 2024Reports covering Microsoft’s enterprise-grade Metaverse and MR headset solutions appeared sparse towards the start of 2023.
Moreover, it supports the idea that Microsoft is continuing to streamline the integration of emerging technologies into its industrial Metaverse – following the closure of Airsim and Bonsai.",748,"['technology', 'firm', 'metaverse', 'shuts', 'ai', 'industrial', 'microsofts', 'projects', 'roadmap', 'microsoft', 'workers', 'azure']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25,3.142857142857143
