publishedAt,description,title,URL,language,mediaTitle,authors,summary,textLength,keywords,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time,duration
2023-10-30,"For Kenna Klosterman, emotional connection with her subjects and viewers alike is crucial to her travel photography.",Kenna Klosterman: Bringing mindfulness and emotion into travel ...,https://photofocus.com/photography/kenna-klosterman-bringing-mindfulness-and-emotion-into-travel-photography/,en,Photofocus,"['Joy Celine Asto', 'Marita Sheeran']","Such is the case for Tamron pro photographer Kenna Klosterman, whose approach is anchored on bringing mindfulness and emotion to the craft.
Ever wanted to take a stab at travel photography and could use an extra push of inspiration?
My recent favorite lenses for travel photography are the new Tamron 17-50mm f/4 and the new Tamron 70-180 f2.8 G2.
Travel photography for me is documenting a place, people, culture and all that it encompasses — which is a lot.
Consider travel photography a visual translation of your individual experience in a place, with its people and culture.",1630,"['mindfulness', 'photography', 'bringing', 'image', 'photographers', 'tamron', 'art', 'travel', 'klosterman', 'emotion', 'camera', 'lenses', 'images', 'kenna']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-10-30,6.848739495798319
2023-10-08,,Why everyone needs to add mindfulness to their back-to-school ...,https://dallasweekly.com/2023/10/why-everyone-needs-to-add-mindfulness-to-their-back-to-school-supply-list/,en,Dallasweekly,[],"Along with all the excitement of a new school year, emotions of nervousness, anxiety and overwhelm can also be present.
The one item that isn’t on our students list but should be is mindfulness.
Equipping your student with a mindfulness practice will provide them with self-regulating tools needed to navigate their school health in a healthy way.
A mindfulness practice does not have to be a laborious task.
Developing mindfulness habits won’t only help them on their campuses but will also increase their self-awareness, promote feelings of calm and overall, well-being.",688,"['supply', 'student', 'mindfulness', 'things', 'health', 'school', 'relax', 'practice', 'add', 'body', 'students', 'needs', 'present', 'backtoschool', 'list']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-08,2.8907563025210083
2023-10-29,"At the Ghibli Museum, I struggled when I wasn't allowed to take photos. It meant I had to be mindful and stay present.","I practiced mindfulness at the Ghibli Museum in Tokyo, when I wasn't allowed to take photos",https://www.insider.com/mindfulness-no-photos-at-museum-tokyo-japan-2023-10,en,Insider,['India Kushner'],"I recently visited the Ghibli Museum in Tokyo, which celebrates the work of Hayao Miyazaki.
The museum doesn't allow any photos, so I made sure to stay present and in the moment.
The Ghibli Museum seemed unassuming from the outside but it had plenty of fun detailsThe front of the Ghibli Museum in Tokyo.
Courtesy of India KushnerThe Ghibli Museum is located in the suburbs of Tokyo, and the bright-yellow building seemed small and fairly unobtrusive, surrounded by a public park.
AdvertisementAdvertisementTickets to the theater at the Ghibli Museum feature negatives from Miyazaki films.",1027,"['ghibli', 'taking', 'visited', 'museum', 'pictures', 'encouraged', 'stay', 'india', 'remember', 'photos', 'present', 'miyazaki', 'wasnt', 'featured', 'allowed', 'husband']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-29,4.315126050420168
2023-11-02,,The Annual Mindful Triathlon Coming to Waterside Place on ...,https://www.srqmagazine.com/srq-daily/2023-11-02/22860_The-Annual-Mindful-Triathlon-Coming-to-Waterside-Place-on--November-18th,en,SRQ Magazine,['Barbie Heit'],"Lakewood Ranch’s annual Mindful Triathlon will take place from 8-11 a.m. Nov. 18 at Waterside Place, 1560 Lakefront Drive.
The Mindful Triathlon, in conjunction with Fit2Run, will present an opportunity for participants to practice mindfulness in motion.
Whether you’re a runner or just enjoy being active, the Mindful Triathlon offers an experience that allows you to connect with your mind, body, and community.
The Brain Health Initiative (BHI), a nonprofit organization whose mission is to improve brain health outcomes through education, research, and service, is the presenting sponsor.
Their commitment to mindfulness and overall well-being makes them an ideal partner for the Mindful Triathlon.",196,"['coming', 'brain', 'triathlon', 'mindful', 'event', 'mindfulness', 'annual', 'yoga', 'participants', 'waterside', 'place', '18th', 'health', 'meditation']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-02,0.8235294117647058
2023-10-05,Associate professor Cara Gallegos shared her research on mindfulness activities lowering stress in parents of children with medical complexities.,Gallegos presents mindfulness research in Ireland - Boise State News,https://www.boisestate.edu/news/2023/10/05/gallegos-presents-mindfulness-research-in-ireland/,en,uat vcastapi,"['Boise State News', 'Katherine Sheets']","Associate Professor Cara Gallegos went international with her mindfulness research in June, participating in the International Family Nursing Conference in Dublin, Ireland.
“People are really invested in it.”Gallegos presented an overview of existing research on what these parents experience while they are in the pediatric intensive care unit.
Gallegos also gave a poster presentation covering preliminary findings from her study funded by the Mountain West Clinical and Translational Research Infrastructure Network.
Sometimes the only respite they experience occurs when their child is hospitalized in the pediatric intensive care unit.
“At the end of the day, having a child in the [pediatric intensive care unit] is stressful, and having a child with medical complexity is stressful,” Gallegos said.",550,"['research', 'care', 'child', 'medical', 'children', 'gallegos', 'intensive', 'presents', 'mindfulness', 'ireland', 'parents', 'health', 'stress']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['child'],[],[],2023-10-05,2.310924369747899
2023-10-12,"Your morning routine sets the tone for the rest of your day, but many people struggle to get up in the morning and feel motivated to begin their day | Health",5 mindfulness tips to start your morning on the right note,https://www.hindustantimes.com/lifestyle/health/5-mindfulness-tips-to-start-your-morning-on-the-right-note-101697096878050.html,en,Hindustan Times,[],"(Freepik)""Mornings should be the ideal time for you to kick start your day on a positive and productive note.
Mittal shares 5 mindful tips to start your morning right note:1.
Mindful meditationPracticing mindful meditation for as little as 10-15 minutes in the morning can significantly enhance mental and emotional clarity.
These simple tips can help you start your morning on a calm and positive note.
Practice these mindful tips every day for a happier and a healthier start to your day.",643,"['start', 'mindfulness', 'phone', 'note', 'day', 'productive', 'right', 'mindful', 'positive', 'tips', 'minutes', 'morning', 'wake']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-10-12,2.7016806722689077
2023-10-27,We wouldn't be where we are today without our mentors,Opinion | The Hidden Curriculum: Mentorship and Mindfulness in ...,https://www.medpagetoday.com/opinion/second-opinions/107037,en,Medpage Today,"['Nidhi Bhaskar', 'Anna Kimata', 'Bhaskar', 'Kimata Are Medical Students.']","Bhaskar and Kimata are medical students.
Critically important in this process is discovering the ""hidden curriculum"" of medical training -- wisdom and values shared by mentors who guide our clinical trajectories with years of learned experience caring for people in a complex healthcare system.
However, because medicine is a rapidly evolving field, it is equally as important to have mentors who motivate lifelong learning.
Medical training is long and often exacting, physically and emotionally.
Nidhi Bhaskar and Anna Kimata are both second-year medical students at the Warren Alpert Medical School of Brown University in Providence, Rhode Island.",974,"['training', 'hidden', 'mentorship', 'trainees', 'patients', 'medicine', 'mentors', 'clinical', 'md', 'support', 'medical', 'students', 'mindfulness', 'curriculum']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-27,4.092436974789916
2023-12-03,"Various devastating infection outbreaks including COVID-19, threat both mother and fetus health. These life-threating outbreaks as potential harms are highly associated with relevant perceived risk. Social support and mindfulness are two factors that may moderate the associations between the perceived risk of COVID-19 and pregnancy outcomes. In this study we investigated the potential moderating impact of social support and mindfulness in the aforementioned association. This study is a longitudinal cohort study in which 483 Iranian pregnant women in Tehran have been studied. Perceived risk of COVID-19 questions, Mindful Attention Awareness Scale (MAAS), and Multidimensional Scale of Perceived Social Support (MSPSS) were used through an online platform to assess the independent variables during pregnancy. Neonatal and maternal outcomes including gestational diabetes, gestational hypertension, preeclampsia, abortion, birth weight, and gestational age at birth, was extracted from Electronic Health Record (EHR) after childbirth as the dependent variables. The aim of the study is to investigate whether social support and mindfulness can affect the associations between perceived risk of Covid-19 acquisition and pregnancy outcomes. Perceived risk of COVID-19 was negatively associated with pregnancy outcomes including birth weight (-28, 95% CI [-53, -3.4], p < .05) and gestational age at birth (-0.9, 95% CI [-2,0.11], p < .05). However, social support could not moderate these associations. Mindfulness, on the other hand, moderated the association between perceived risk and stillbirth meaning that by increasing mindfulness, the association between the perceived risk and stillbirth may also be increased (OR = 0.03; p < .05). The findings of this study showed that social support lacks the moderating impact on the association between perceived risk of COVID-19 and pregnancy outcomes. Mindfulness, on the other hand, indicate a positive moderating impact for the association between perceived risk of Covid-19 and stillbirth. More studies in different populations are suggested to investigate the impact of mindfulness and social support on the association between perceived risk and pregnancy outcomes.",Impact of social support and mindfulness in the associations ...,https://bmcpsychology.biomedcentral.com/articles/10.1186/s40359-023-01371-4,en,BMC Psychology,"['Sharifi-Heris', 'Sue', 'Bill Gross School Of Nursing', 'University Of California At Irvine', 'Irvine', 'Amiri-Farahani', 'Department Of Reproductive Health', 'Midwifery', 'Nursing', 'Midwifery Care Research Center']","Several studies during covid-19 pandemic indicated the high perceived risk toward Covid-19 infection in pregnant women [5, 12,13,14].
Studies that concerned with pregnancy outcomes, often considered the direct impact of Covid-19 viral infection and consequent pregnancy outcomes in the infected pregnant individuals [15].
Social support has been defined as “support accessible to an individual through social ties to other individuals, groups, and the larger community” [22].
Studies often investigated the mental health impact of pandemics and specifically anxiety and perceived risk [10, 33].
The current study aimed to examine the association between perceived risk of COVID-19 and maternal-neonatal outcomes affected by social support and mindfulness during COVID-19 pandemic.",870,"['pandemic', 'risk', 'mindfulness', 'study', 'population', 'perceived', 'psychology', 'support', 'outcomes', 'covid19', 'pregnant', 'pregnancy', 'potential', 'social']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['child'],[],[],2023-12-03,3.6554621848739495
2023-11-02,Our friends over at JENG look into industry trends and alternatives worth checking out in the cocktail experience.,The Mindful Moments In Cocktail Culture » Whalebone,https://whalebonemag.com/the-mindful-moments-in-cocktail-culture/,en,whalebonemag.com,[],"A Little Something For EveryoneThe cocktail has been a long-standing beacon for the shift toward slowing down your day.
A lot of people, especially in the hospitality industry, were left to their own devices and started drinking either really, really heavily or stopped altogether.
What is Delta-9 THC?
A few different forms of THC are in cannabis plants, but the most abundant form of THC is delta-9.
When people refer to the effects of THC, they’re usually talking about delta-9.",1004,"['theyre', 'generation', 'moments', 'world', 'drinking', 'delta9', 'cocktail', 'thc', 'think', 'culture', 'mindful', 'really', 'lot', 'industry']",[],[],[],[],[],['bone'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-02,4.218487394957983
2023-10-26,"If you ever wonder about the art and history of tea brewing while incorporating ‘mindfulness’, now is your chance.",‘Mindfulness Tea’ classes offered at 125 LIVE,https://www.kttc.com/2023/10/26/mindfulness-tea-classes-offered-125-live/,en,KTTC,[],"ROCHESTER, Minn. (KTTC) –If you ever wonder about the art and history of tea brewing while incorporating ‘mindfulness’, now is your chance.
Classes are being offered at the 125 LIVE Center for Active Adults.
The class explores Gongfu Cha, which is the Chinese art of tea brewing.
The class will be on Saturday Oct. 28 from 10 a.m. to 11 a.m. 125 LIVE is located at 125 Elton Hills Drive NW.
If you would like more information about the class, you can click here for more details or call (507) 287-1404.",123,"['art', '125', 'offered', 'class', 'classes', 'oct', 'kttc', 'brewing', 'wonder', 'live', 'mindfulness', 'tea', 'rochester']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-26,0.5168067226890757
