id,title,releaseDate,description,trackTime,trackViewUrl,languages,provider,cancerTypes_breast,cancerTypes_prostate,cancerTypes_colorectal,cancerTypes_hodgkin,cancerTypes_pediatric,cancerTypes_bone,cancerTypes_rare,cancerTypes_melanoma,cancerTypes_lung,cancerTypes_pancreatic,cancerTypes_stomach,cancerTypes_bladder,cancerTypes_non-hodgkin,cancerTypes_liver,cancerTypes_kidney,cancerTypes_multiple myeloma,cancerTypes_thyroid,cancerTypes_oral cavity,cancerTypes_esophagus,cancerTypes_larynx,cancerTypes_corpus uteri,cancerTypes_ovarian,cancerTypes_endometrial,cancerTypes_testicular,cancerTypes_neuroblastoma,cancerTypes_wilms,thematicAreas_adverseEvents,thematicAreas_nutrition,thematicAreas_mentalHealth,thematicAreas_qol,thematicAreas_jobSecurityAccessToEmployment,thematicAreas_survivorshipCare,thematicAreas_AYACare,thematicAreas_lateEffects,thematicAreas_wellbeing,thematicAreas_meditation,thematicAreas_co-morbidity,thematicAreas_rehabilitation,thematicAreas_physicalActivity,thematicAreas_socialRehabilitation,thematicAreas_sexualLife,thematicAreas_lifeStyle,thematicAreas_empowermentOfCancerSurvivorship,thematicAreas_inequalitiesInSurvivorship,thematicAreas_prevention,thematicAreas_cancerInformation,thematicAreas_personalExperiences,targetGroups_adult,targetGroups_child,targetGroups_man,targetGroups_woman,time
4vNbo5odRqQrkKAqJ9VWig,🪴 Meditación Mindfulness guiada,2023-10-11,"El día de hoy tenemos una práctica central dentro del Mindfulness, una meditación que trae el concepto clave de atención en la respiración.  Esta es una de mis favoritas, ya que también fue una de las primeras que pude hacer hace ya años.  Espero que te sea de compañía la práctica de hoy.  . Escríbeme un correo compartiendo tu experiencia o tu testimonio con estas meditaciones al correo (ps.salgadoa@gmail.com) o puedes enviarme un audio usando este link (https://anchor.fm/andrs-salgado-arriagada/message). . ¿Quieres conocer más de cómo mejorar tu salud mental? 💌 ¡Únete a nuestra comunidad de Meditación y Salud Mental! Si estas meditaciones te han sido de ayuda, y te interesa poder profundizar y aprender más de la práctica, te invito a unirte a nuestra comunidad enfocada en mejorar nuestra salud mental y bienestar! ❤️🧠 No sólo estarás apoyando estas meditaciones, sino también recibirás meditaciones sin anuncios, meditaciones exclusivas, meditaciones con contenido extra que profundizan cada uno de los temas con la intención de que aprendas y te sientas acompañado/a en este viaje. Como extra, libero semana a semana un ✨Podcast exclusivo sobre salud mental y psicología, únicamente para los mecenas en Patreon, además de otros beneficios! Además, serás partícipe de sorteos de libros que yo mismo recomiendo cada primero del mes. 🎁 Me encantaría poder conocernos por la comunidad, en donde me gusta también pasar tiempo compartiendo con los demás mecenas. Puedes hacer click aquí para conocer más 🔗.  😊Quiero agradecer a los miembros que permiten todo esto: Adrián Marcelo Sáenz, Liliana Cortes, Marian, Juan Felipe Garza, Kelly Waleska Jaco Mendez, Juan Manuel Urbaez Ureña, Héctor Aldair Aguilar Hernández, Graciela Portillo Rivas, Lupita García, Melisa M, Alberto Gutiérrez Romero, Gissela Martínez, Mafer Menag, Nicolás Molano Aristizábal, Marcela Zavala, Arhely Quiroga Baez, Fatima Cruz, Rodolfo Moreno García, Carol Cofré, Mischien Y, Daniel Stern, Erika, Mariana Aguilar, Sonia Ariz, Alonso (Alo), ale, Ricardo Villela, Yan Hernández, Igor Quezada, Paola Raquel Lombardi Rodriguez, Paola Larrauri, Marisol Enciso, Claudio Albornoz Jofré, Fabricio Clement, Jose Gómez Matamala, Lorena Ahuactzin, Alejandra Daniela Alcázar Prieto, Andrea VR, Jorge Palma, Francisco Izquierdo, Sara Zambrano Morón, Fernanda, Maria Adelaida Echavarria Echeverri. * ✨Puedes desde ya escuchar el contenido exclusivo de la comunidad de salud mental de Patreon en Spotify! Sólo tienes que ingresar a este enlace para ir al podcast con contenido exclusivo. * 🔴Atención psicológica: Tengo cupos disponibles para atención de psicoterapia y así ayudarte a encontrar esa calma que buscas y acompañarte en ese proceso (abierto a todos independiente del país de orígen) (www.psandressalgado.com). * ¡Califica el podcast! ⭐️⭐️⭐️⭐️⭐️ Recuerda darle un puntaje a este podcast si estás en Spotify o comenta si estás en Apple Podcast. Me serviría mucho para alcanzar a más personas ❤️. * 💌 Inscríbete a mi Newsletter semanal de salud mental: Puedes inscribirte por este link, o en mi página web. * 👋Puedes saludarme por mi cuenta de Instagram o a mi correo (ps.salgadoa@gmail.com). Me fascina escuchar testimonios de quienes utilizan mis meditaciones. :) * ☎️¿Deseas patrocinar este podcast o patrocinarte en un capítulo? Pues escríbeme a mi correo (ps.salgadoa@gmail.com) para conversar formas de promocionarte por nuestro podcast. * Mi Instagram está lleno de videos sobre salud mental, o quizás quieres leer mi Blogen mi página web, o seguirme en TikTok. * 🔗Link universal hacia todos mis canales 📸Instagram: @ps.andressalgado 🌎Página web: www.psandressalgado.com 🙋‍♂️Psicoterapia online: www.psandressalgado.com/psicoterapia 📹Tiktok: https://www.tiktok.com/@ps.andressalgado  ---   Send in a voice message: https://podcasters.spotify.com/pod/show/andrs-salgado-arriagada/message",10.77,https://open.spotify.com/episode/4vNbo5odRqQrkKAqJ9VWig,['es-CL'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['terapia', 'salud mental']",[],[],[],['testimonios'],[],['bienestar'],"['calma', 'meditacion']",[],['mejora'],[],[],[],[],[],[],[],[],['testimonios'],[],[],['man'],[],2023-10-11
1ktq1pGp7Ia9RedwkC1smp,Sujeto • Práctica Mindfulness (10 min),2021-10-18,"Tu mente es todo lo que tienes. Conócela, cuídala y entrénala.  -----------  Recuerda que la mejor forma en la que puedes apoyar a todomente es compartiendo las sesiones con amigos o familiares y suscribiéndote al canal.  También tenemos una comunidad privada a través de la cual puedes convertirte en patrocinador eligiendo el aporte que prefieras. Puedes convertirte en patrocinador a través de YouTube, Patreon o todomente.org/patrocinio.  Tu patrocinio es para que podamos seguir compartiendo sesiones gratuitas con todo el mundo a través de nuestros diferentes canales y así poder tener un sustento en el tiempo. De ante mano, gracias por tu apoyo.  Como patrocinador también tendrás acceso a sesiones exclusivas de meditación, cursos, programas, y series temáticas completas, y la opción de compartir algunas sesiones en vivo.  -----------  Es un honor para mí estar construyendo una comunidad de personas que valoran lo que ofrezco aquí en todomente. Tu apoyo hace posible que esta iniciativa siga creciendo y llegando a más personas.  Mi propuesta es que juntos, como comunidad, financiemos esta iniciativa, de manera que sea autosuficiente y sostenible en el tiempo.  Quiero seguir compartiendo la práctica con más personas y cuento con tu apoyo para hacerlo.  -----------  Encuentra a @todomente en YouTube, Spotify, Apple Podcast, Google Podcast, Stitcher, Podimo, Anchor y en todomente.org.  #todomente #mindfulness #meditation",9.98,https://open.spotify.com/episode/1ktq1pGp7Ia9RedwkC1smp,['es'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['meditation', 'meditacion']",[],[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-10-18
1mpKtUmNe03fMfm66BcDH0,Mindfulness para salir a caminar,2022-12-07,"Practicar Mindfulness es algo que se puede llevar a cualquier actividad que realizamos. Caminar, correr o simplemente dar un paseo, es mucho más beneficioso si lo hacemos en un estado de atención plena. Con esta práctica te acompaño para practicar mindfulness mientras estés caminando, ya sea como práctica deportiva o simplemente para disfrutar de un paseo consciente. Notarás un gran cambio al hacerlo conscientemente y te permitirá retomarlo con más motivación y plenitud. Te acompaño! Si te apetece apoyar mi trabajo y tener acceso a más meditaciones exclusivas puedes suscribirte a mi membresía mensual donde subiré una meditación semanal totalmente original. Puedes suscribirte a través de Spotify (no disponible en todos los países) o a través de mi Página Web (disponible para todo el mundo y con moneda local), en los siguientes enlaces (ambas opciones tienen las mismas meditaciones e idénticas condiciones): https://anchor.fm/medita-con-pilar/subscribe https://meditaconpilar.com/membership-join/ Entra en mi web principal para conocer más recursos: https://www.centro-mindfulness.com/ Puedes consultar en el siguiente enlace las condiciones de mi taller online ""Recupera a tu niñ@ interior"":  https://www.centro-mindfulness.com/actividades/taller-nino-interior-online/ Si quieres profundizar en un camino de autoconsciencia y crecimiento interior, consulta mi curso de mindfulness online aquí:  https://www.centro-mindfulness.com/actividades/curso-online/ Únete a mi canal oficial de Telegram, donde habitualmente subo contenido sobre Mindfulness y Bienestar: https://t.me/meditaconpilar Si te ha gustado la meditación y así lo sientes puedes colaborar donando en el siguiente enlace: https://paypal.me/pilarmindfulness Gracias de corazón💖",16.42,https://open.spotify.com/episode/1mpKtUmNe03fMfm66BcDH0,['es-ES'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['acceso al trabajo'],[],[],[],['bienestar'],['meditacion'],[],[],[],[],[],[],[],[],[],[],[],[],['nino'],['man'],[],2022-12-07
1b2evOVfTOrbmi1KpCdowC,RELAJACIÓN GUIADA para DORMIR | MINDFULNESS | MEDITACIÓN para VISUALIZAR en las NUBES,2020-05-09,MEDITACIÓN GUIADA para relajarnos a través de una VISUALIZACIÓN que nos llevará todo lo alto que nuestra mente pueda imaginar. Sobrepasando las NUBES para encontrar un lugar donde poder estar en paz con nosotros mismos. También puedes escucharnos en youtube:https://www.youtube.com/watch?v=HH1JWIgQUTs,36.9,https://open.spotify.com/episode/1b2evOVfTOrbmi1KpCdowC,['es'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['meditacion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2020-05-09
4R4HCRxNpdA5EDntllJPoO,Mindfulness para dormir profundamente,2021-01-28,"Hay una relación muy directa en la manera en la que nos vamos a dormir y el modo en que nos despertamos. Compartimos un ejercicio de relajación profunda para entrar en el sueño. “Todo a lo que le das atención, crece” Mindfulness es una práctica y un modo de vivir que nos permite mejorar nuestros estados de atención. Es conocida, también como la meditación científica. Vivir la vida en estado Mindful puede ayudarnos a lograr una mayor la calidad de vida y a la toma de mejores decisiones. La ejercitación sobre nuestra atención, modifica también la forma de vincularnos con los otros y con nosotros mismos.  Learn more about your ad choices. Visit podcastchoices.com/adchoices",13.75,https://open.spotify.com/episode/4R4HCRxNpdA5EDntllJPoO,['es'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['calidad de vida'],[],[],[],[],[],['meditacion'],[],['mejora'],['ejercicio'],[],[],[],[],[],[],[],[],[],[],['man'],[],2021-01-28
2leYxT9Q2DKCQ1KzjH3UYJ,Mindfulness meditación guiada por Mario Alonso Puig ,2023-02-24,"#180  Mindfulness Durante los últimos 30 años, la práctica de Mindfulness o Atención Plena está integrándose a la  Medicina y Psicología de Occidente. Es aplicada, estudiada científícamente y por ello reconocida como una manera efectiva de reducir el estrés, aumentar la autoconciencia, reducir los síntomas físcos y psicológicos asociados al estrés y mejora el bienestar general. Mindfulness o Atención Plena significa prestar atención de manera conciente a la experiencia del momento presente con interés, curiosidad y aceptación. Jon Kabat-Zinn, conocido referente mundial de Mindfulness por haber introducido esta práctica dentro del modelo médico de occidente hace más de 30 años, fundó la Clínica de Reducción de Estrés en el Centro Médico de la Universidad de Massachusetts. Allí introdujo a los pacientes a la práctica de Mindfulness para el tratamiento de problemas físicos, y psicológicos, dolor crónico, y otros síntomas asociados al estrés. Jon Kabat-Zinn define Mindfulness como: “Prestar atención de manera intencional al momento presente, sin juzgar”. Este tipo de atención nos permite aprender a relacionarnos de forma directa con aquello que está ocurriendo en nuestra vida, aquí y ahora, en el momento presente. Es una forma de tomar conciencia de nuestra realidad, dándonos la oportunidad de trabajar concientemente con nuestro estrés, dolor, enfermedad, pérdida o con los desafíos de nuestra vida. En contraposición, una vida en la que no ponemos atención, en la que nos encontramos más preocupados por lo que ocurrió o por lo que aun no ha ocurrido, nos conduce al descuido, el olvido y al aislamiento, reaccionando de manera automática y desadaptativa. La atención plena nos ayuda a recuperar nuestro equilibrio interno, atendiendo de forma integral a los aspectos de la persona; cuerpo, mente y espíritu. Practicando la atención plena desarrollamos una mayor capacidad de discernimiento y de compasión. La práctica de esta atención abre la puerta hacia nuevas posibilidades, nos trae al aquí y al ahora, nos invita a vivir una vida de manera plena y en el presente. Todos los   créditos  de la meditacion guiada @MarioAlonsoPuig   Suscríbete: INTELIGENCIA CREATIVA: es posible gracias a ti, si quieres apoyar este proyecto puedes colaborar como mecenas en el siguiente enlace. https://www.paypal.com/donate?hosted_button_id=L2NL9ASLZA8GC  Accede al taller online Potencia tus Múltiples Inteligencias ⁠https://www.udemy.com/course/potencia-tus-multiples-inteligencias/  En Apple https://books.apple.com/us/author/cesar-alejandro-ferrer/id1643367969 Visita nuestra web: https://inteligenciacreativa16.my.canva.site/  ---   Send in a voice message: https://podcasters.spotify.com/pod/show/cesar-ferrer4/message",30.77,https://open.spotify.com/episode/2leYxT9Q2DKCQ1KzjH3UYJ,['es-VE'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['aceptacion'],[],[],[],[],[],['bienestar'],['meditacion'],[],"['recuperar', 'mejora']",[],[],[],[],[],[],[],[],[],[],[],['man'],[],2023-02-24
13Kr8hdCRGYLvORUBkOeSk,Mindfulness adaptado a tus FORTALEZAS: Curso de Mindfulness #5,2022-05-26,"¿Cómo adapto el Mindfulness a mí, a mi ritmo, a mi casa y a mis necesidades? La integración del mindfulness a nuestro estilo de vida es fundamental y de ahí surgen las conocidas como ""prácticas informales"". En este último video de este curso práctico de iniciación al mindfulness aprendemos a desarrollar Mindfulness en la vida cotidiana adaptándolo a través de las fortalezas personales para realizar un cultivo continuo de la práctica. Te damos acceso a una Clase Demo de la Certificación que combina las 3 disciplinas que incrementan el bienestar, Mindfulness + Psicología Positiva + Gestión Emocional: 👉👉 https://bit.ly/ExpertoMDFCurso5fin",11.6,https://open.spotify.com/episode/13Kr8hdCRGYLvORUBkOeSk,['es-ES'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['bienestar emocional'],[],[],[],[],[],['bienestar'],[],[],[],[],[],[],['estilo de vida'],[],[],[],[],[],[],[],[],[],2022-05-26
4rUHw2nxMmjMtgmRBAEHGI,Meditación Guiada para PRINCIPIANTES: Mindfulness,2022-06-03,"A continuación, vas a disfrutar de una meditación realizada por la experta Instructora de Mindfulness del Instituto Europeo de Psicología Positiva, Aroa Ruiz. Esta meditación es ideal para quienes recién comienzan a introducirse en la práctica de Mindfulness y forma  parte de nuestro curso gratuito que encontrarás en este enlace: Curso de Mindfulness, Lección 1  También podrás encontrar la primera clase que acompaña esta meditación aquí: Meditación guiada para principiantes YouTube",9.3,https://open.spotify.com/episode/4rUHw2nxMmjMtgmRBAEHGI,['es-ES'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['meditacion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2022-06-03
6NuzYGQrLq8KB1RtwUKYvi,Mindfulness para reencontrar la paz mental.,2021-12-02,"“Todo a lo que le das atención, crece” Mindfulness es una práctica y un modo de vivir que nos permite mejorar nuestros estados de atención. Es conocida, también como la meditación científica. Vivir la vida en estado Mindful puede ayudarnos a lograr una mayor la calidad de vida y a la toma de mejores decisiones. La ejercitación sobre nuestra atención, modifica también la forma de vincularnos con los otros y con nosotros mismos. Learn more about your ad choices. Visit podcastchoices.com/adchoices",9.57,https://open.spotify.com/episode/6NuzYGQrLq8KB1RtwUKYvi,['es'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['calidad de vida'],[],[],[],[],[],['meditacion'],[],['mejora'],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-12-02
4r2QgIORytTIX9zvbYOCnx,T1 E18 - Mindfulness: cultiva la atención plena en la vida diaria,2021-01-22,"¿Qué es el Mindfulness? ¿Qué tiene que ver con la meditación? ¿Cuáles son los beneficios de practicarla? ¿Cómo comienzo a practicar Mindfulness si soy principiante? Para responder a estas preguntas, invité a Giovana Zorrilla, Psicóloga Clínica especialista en Mindfulness, con quien hablamos sobre estas y más preguntas en relación a esta temática. Al final del capítulo, ¡Les dejamos un regalo!  Encontranos en: www.psimammoliti.com instagram.com/psi.mammoliti Grupo de Facebook: https://www.facebook.com/groups/psimammoliti/",32.83,https://open.spotify.com/episode/4r2QgIORytTIX9zvbYOCnx,['es-AR'],Spotify,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['meditacion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2021-01-22
